資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,地点　緯度（北緯）,地点　経度（東経）,曜日(発生年月日),祝日(発生年月日)
1,52,101,0014,2,000,001,37000,0,0000,201,2019,12,26,22,54,22,3,1,2,01,00,7,01,21,00,23,15,9,30,70,5,4,01,01,45,03,61,31,00,01,00,10,00,50,00,4,0,2,0,2,0,4,2,360355921,1361254177,5,3
1,52,101,0015,2,000,001,04160,0,0000,201,2020,01,14,14,15,12,2,2,1,07,00,1,00,23,00,23,04,9,01,70,4,2,21,01,45,03,03,31,31,01,01,04,04,10,30,3,3,2,2,2,2,4,2,360507660,1361450153,3,3
1,52,101,0016,2,000,001,00080,2,0000,201,2020,01,11,21,40,22,3,2,2,14,00,1,00,23,00,23,05,9,01,70,1,2,21,35,01,03,04,31,31,01,01,10,10,30,10,3,3,2,2,2,2,2,4,360553049,1361510243,7,3
1,52,101,0017,2,000,001,37000,0,0000,201,2020,01,06,09,45,12,1,1,1,01,00,1,09,22,09,22,15,9,30,70,4,2,21,55,35,03,04,31,31,01,01,03,03,30,10,3,3,2,2,2,2,2,4,360448617,1361256686,2,3
1,52,101,0018,2,000,001,37000,0,0000,201,2020,01,12,21,30,22,3,2,2,14,00,7,00,23,00,23,04,9,01,70,4,2,21,45,01,03,04,31,31,01,01,04,04,30,10,3,3,2,2,2,2,2,4,360414254,1361307214,1,2
1,52,101,0019,2,000,001,37000,0,0000,201,2020,01,20,11,20,12,3,2,2,14,00,1,00,23,00,23,05,9,01,70,4,2,21,35,35,03,04,31,31,01,01,10,10,30,10,3,3,2,2,2,2,2,4,360414497,1361259135,2,3
1,52,101,0020,2,000,001,00080,2,0000,201,2020,01,04,23,20,22,3,2,2,01,00,1,09,22,00,23,18,9,30,70,1,2,01,45,35,04,61,31,00,01,00,10,00,80,00,3,0,2,0,2,0,4,2,360419648,1361436066,7,3
1,52,101,0021,2,000,001,20190,0,0000,201,2020,01,11,09,50,12,2,2,5,14,00,7,00,23,00,23,03,9,01,70,4,2,21,75,55,04,51,31,00,01,00,10,00,10,20,3,3,2,0,2,0,4,2,360347409,1361442693,7,3
1,52,105,0001,2,000,001,10130,0,0000,210,2020,01,12,17,12,21,3,2,2,01,00,1,09,22,09,22,15,9,30,70,5,2,21,45,55,03,04,31,31,01,01,03,03,10,40,3,3,2,2,2,2,4,2,360918562,1361608515,1,2
1,52,105,0002,2,000,001,37000,0,0000,210,2020,01,17,17,04,13,1,2,1,01,00,7,09,22,00,23,15,9,30,70,5,2,01,55,01,03,61,31,00,01,00,03,00,80,00,4,0,2,0,2,0,4,2,360859626,1361635818,6,3
1,52,105,0003,2,000,001,10350,0,0000,210,2020,01,11,17,30,21,3,3,2,14,00,7,00,23,00,23,05,9,01,70,4,2,21,25,65,04,04,31,31,01,01,04,04,15,13,3,3,2,2,2,2,4,4,360826550,1361312480,7,3
1,52,105,0004,2,000,001,37000,0,0000,210,2019,12,29,01,44,22,1,3,2,01,00,3,09,22,09,22,15,9,30,70,5,4,21,45,55,03,14,31,31,01,11,10,10,10,70,3,3,2,2,2,2,4,2,361135845,1361337618,1,3
1,52,106,0001,2,000,001,10120,0,0000,208,2020,01,03,19,17,22,3,3,2,14,00,1,00,23,00,23,03,9,01,70,4,4,21,01,25,03,03,31,31,01,01,04,04,10,30,3,3,2,2,2,2,4,2,361120477,1361410395,6,3
1,52,106,0002,2,000,001,37000,0,0000,208,2020,01,29,00,24,22,3,2,2,01,00,7,09,22,09,22,14,9,30,70,5,2,21,55,35,03,04,31,31,01,01,02,02,37,10,3,3,2,2,2,2,2,4,361334018,1361132013,4,3
1,52,107,0001,2,000,001,37000,0,0000,210,2019,12,29,17,49,22,1,3,1,01,00,7,09,22,00,23,15,7,30,70,4,2,01,25,25,03,61,31,00,01,00,03,00,10,00,3,0,2,0,2,0,4,2,361310937,1360908508,1,3
1,52,107,0002,2,000,001,20280,0,0000,210,2019,12,24,17,16,21,1,2,1,01,00,1,09,22,00,23,15,9,30,70,4,2,01,55,65,04,61,31,00,01,00,03,00,10,00,3,0,2,0,2,0,4,2,361259733,1360858298,3,3
1,52,107,0003,1,001,000,10110,0,0000,210,2020,01,12,12,10,12,2,2,2,07,00,7,00,23,00,23,03,9,01,70,4,3,01,55,75,03,61,31,00,01,00,03,00,80,00,3,0,2,0,2,0,4,1,361244249,1360858817,1,2
1,52,107,0004,2,000,001,20090,0,0000,210,2020,01,11,06,20,23,1,3,1,07,00,7,00,23,00,23,03,9,01,70,4,3,21,65,35,12,03,31,31,11,01,04,04,30,10,3,2,2,1,2,2,4,4,361109295,1360953035,7,3
1,52,107,0005,2,000,001,03050,0,0000,210,2020,01,13,11,45,12,1,3,2,14,00,1,00,23,00,23,03,9,01,70,4,2,21,45,25,04,04,31,31,01,01,04,04,10,30,3,3,1,2,2,2,4,2,361304408,1360932536,2,1
1,52,107,0006,2,000,001,37000,0,0000,210,2019,12,28,14,30,12,1,3,1,01,00,7,09,22,09,22,15,9,30,70,4,4,21,65,25,14,31,31,31,11,00,10,10,50,10,3,2,2,0,2,0,4,2,361031409,1360810386,7,3
1,52,107,0007,2,000,001,37000,0,0000,210,2020,01,07,18,20,22,3,3,2,14,00,1,00,23,00,23,04,9,01,70,1,2,21,45,01,03,03,31,31,01,01,10,10,10,30,3,3,2,2,2,2,4,2,361014630,1360723487,3,3
1,52,109,0002,2,000,001,10080,0,0000,423,2019,12,21,15,42,12,2,3,1,13,00,7,00,23,00,23,03,6,01,70,4,2,21,01,01,03,03,31,31,01,01,03,03,50,50,2,2,1,1,2,2,4,2,355554947,1360352374,7,3
1,52,109,0003,2,000,001,21090,0,0000,207,2019,12,16,00,54,22,1,3,1,01,00,1,09,22,09,22,15,9,30,70,4,2,21,55,45,03,04,31,31,01,01,03,03,80,10,3,3,2,2,2,2,2,4,355750299,1360927622,2,3
1,52,109,0004,2,000,001,03650,0,0000,423,2019,12,25,08,10,12,1,3,1,14,00,1,00,23,00,23,03,9,01,70,4,3,21,01,01,04,14,31,31,01,11,04,04,30,10,3,3,2,2,2,2,2,4,355624383,1360521005,4,3
1,52,109,0005,2,000,001,21540,0,0000,207,2020,01,09,11,40,12,2,2,1,07,00,7,00,23,00,23,04,9,01,70,4,2,01,35,75,03,61,31,00,01,00,04,00,80,00,3,0,2,0,2,0,4,2,355909900,1361058255,5,3
1,52,109,0006,2,000,001,10250,0,0000,207,2019,12,17,14,21,12,2,3,1,01,00,7,01,22,09,22,15,9,30,70,4,3,21,55,65,03,03,31,31,01,01,10,03,80,50,3,3,2,2,2,2,4,2,355715567,1361251560,3,3
1,52,109,0007,2,000,001,21030,0,0000,207,2019,12,09,07,10,11,1,2,1,14,00,7,00,23,00,23,04,9,01,70,4,3,21,25,25,03,04,31,31,01,01,03,03,10,30,3,3,2,2,2,2,4,2,355841398,1361052040,2,3
1,52,109,0008,2,000,002,21540,0,0000,207,2020,01,11,07,42,11,1,2,1,14,00,1,00,23,00,23,03,9,01,70,4,2,21,01,45,03,03,31,31,01,01,04,04,10,30,3,3,2,2,2,2,4,2,355556531,1361040749,7,3
1,52,109,0009,2,000,001,00080,2,0000,207,2020,01,17,13,11,12,1,2,1,01,00,1,09,22,09,22,19,9,30,70,1,2,21,45,55,13,04,31,31,11,01,10,10,10,80,3,3,2,2,2,2,2,4,355750055,1361120541,6,3
1,52,109,0010,1,001,000,37000,0,9999,207,2020,01,24,17,43,21,2,2,1,01,00,7,09,22,00,23,15,9,30,70,4,2,01,25,65,04,61,31,00,01,00,03,00,10,00,3,0,2,0,2,0,4,1,355814650,1361122052,6,3
1,52,109,0011,2,000,001,03650,0,0000,423,2020,01,10,12,09,12,1,3,1,14,00,7,00,23,00,23,03,9,01,70,4,2,21,65,75,14,14,31,31,11,11,04,04,80,50,3,3,1,1,2,2,4,2,355739879,1360252854,6,3
1,52,111,0001,2,000,001,00080,1,0425,209,2019,12,01,18,34,22,2,3,1,07,00,1,00,23,00,23,04,9,01,70,1,2,21,45,25,03,04,31,31,01,01,10,10,30,10,3,3,2,2,2,2,2,4,355537233,1361125061,1,3
1,52,111,0002,2,000,001,37000,0,0000,209,2019,12,26,18,20,22,2,2,1,01,00,1,09,22,00,23,15,9,30,70,4,2,01,45,55,03,61,31,00,01,00,03,00,10,00,3,0,2,0,2,0,4,2,355350594,1360907310,5,3
1,52,111,0003,2,000,001,03650,0,0000,209,2020,01,02,22,19,22,3,2,2,07,00,1,00,23,00,23,03,9,01,70,4,2,21,01,25,03,04,31,31,01,01,04,04,30,10,3,3,2,2,2,2,2,4,355413639,1360915885,5,3
1,52,111,0004,2,000,001,03650,0,0000,209,2020,01,22,18,18,22,3,3,2,01,00,7,01,22,09,22,15,9,30,70,4,2,21,55,25,03,03,31,31,01,01,10,04,10,40,2,3,2,2,2,2,4,2,355443315,1360828011,4,3
1,52,111,0005,1,001,000,21220,0,0000,209,2020,01,25,17,33,21,1,3,1,01,00,7,09,22,00,23,14,9,30,70,4,2,01,65,75,04,61,31,00,01,00,04,00,10,00,3,0,2,0,2,0,4,1,355304131,1361630068,7,3
1,52,111,0006,2,000,001,00080,1,4253,209,2020,01,08,07,31,11,3,3,2,14,00,7,00,23,00,23,05,9,01,70,1,2,21,25,25,03,04,31,31,01,01,10,10,10,13,3,3,2,2,2,2,4,2,355540526,1361124177,4,3
1,52,111,0007,2,000,001,37000,0,0000,209,2020,01,06,13,16,12,2,2,1,01,00,7,09,22,01,21,15,9,30,70,4,2,21,25,75,03,04,31,31,01,01,10,02,61,10,2,3,1,2,1,2,2,4,355417871,1360940648,2,3
1,52,111,0008,2,000,001,37000,0,0000,209,2020,01,11,08,42,12,1,2,1,14,00,1,00,23,00,23,03,9,01,70,4,2,21,25,35,03,03,31,31,01,01,03,03,10,30,3,3,2,2,2,2,4,2,355350835,1360905480,7,3
1,52,111,0009,2,000,001,10340,0,0000,209,2020,01,02,17,38,21,2,2,1,01,00,1,09,22,00,23,15,9,30,70,4,2,01,55,25,04,61,31,00,01,00,10,00,50,00,3,0,2,0,2,0,4,2,355307130,1360927993,5,3
1,52,111,0010,2,000,001,00080,2,4290,209,2020,01,23,07,00,23,3,3,2,14,00,7,00,23,00,23,04,9,01,70,1,2,21,25,35,03,03,31,31,01,01,10,10,10,30,3,3,2,2,2,2,4,2,355315452,1361124800,5,3
1,52,112,0001,2,000,001,00270,1,0160,442,2020,01,06,07,50,11,1,2,1,14,00,7,00,23,00,23,04,9,01,70,4,2,21,35,55,03,03,31,31,01,01,04,04,10,30,3,3,2,2,2,2,4,2,353612359,1355556034,2,3
1,52,112,0002,2,000,001,00270,2,0148,442,2019,12,23,13,50,12,2,3,2,14,00,1,00,23,00,23,04,9,01,70,4,4,21,55,65,13,04,31,31,11,01,04,04,10,30,3,3,2,2,2,2,4,2,353622737,1355643749,2,3
1,52,112,0003,2,000,001,37000,0,0000,202,2020,01,05,18,42,22,2,1,1,01,00,7,09,22,00,23,15,9,30,70,4,2,01,65,65,03,61,31,00,01,00,03,00,10,00,3,0,2,0,2,0,4,2,353817899,1360329258,1,3
1,52,112,0004,2,000,001,10390,0,0000,202,2020,01,03,13,10,12,3,2,2,07,00,1,00,23,00,23,05,9,01,70,1,2,21,01,25,03,03,31,31,01,01,03,03,10,30,3,3,2,2,2,2,4,2,353849427,1360421330,6,3
1,52,112,0005,2,000,001,37000,0,0000,202,2019,12,30,18,11,22,2,2,1,01,00,7,01,21,09,22,15,9,30,70,4,3,21,01,35,03,04,31,31,01,01,10,02,20,10,3,3,2,2,2,2,4,2,353838901,1360338448,2,3
1,52,112,0006,2,000,001,37000,0,0000,202,2019,12,22,02,06,22,2,2,1,01,00,7,09,22,00,23,14,9,30,70,5,4,01,35,35,03,61,31,00,01,00,10,00,50,00,3,0,2,0,2,0,4,2,353907518,1360428732,1,3
1,52,112,0007,2,000,001,20580,0,0000,202,2019,12,26,09,53,12,3,2,2,01,00,1,09,22,09,22,15,9,30,70,4,2,21,55,01,13,51,31,00,11,00,04,00,50,40,3,3,2,0,2,0,4,2,353844220,1360252393,5,3
1,52,112,0008,2,000,001,37000,0,0000,202,2020,01,08,14,46,12,2,2,2,14,00,7,00,23,00,23,02,9,01,70,5,4,21,65,65,03,04,31,31,01,01,10,10,50,40,3,3,2,2,2,2,4,2,353828647,1360252163,4,3
1,52,112,0009,2,000,001,00080,1,4680,202,2020,01,20,21,33,22,2,3,1,13,00,7,00,23,00,23,04,6,01,70,4,4,21,01,00,04,00,31,00,01,00,04,00,20,00,3,0,2,0,2,0,2,0,353720721,1360446583,2,3
1,52,112,0010,2,000,001,00080,2,4665,202,2020,01,15,21,21,22,2,2,1,13,00,7,00,23,00,23,03,6,01,70,5,2,01,65,55,04,61,31,00,01,00,04,00,10,00,2,0,2,0,2,0,4,2,353759456,1360413021,4,3
1,52,113,0001,2,000,002,00270,1,0034,501,2019,12,05,19,30,22,2,3,1,01,00,1,09,22,09,22,15,9,30,70,5,2,21,45,55,03,03,31,31,01,01,10,04,00,00,4,4,2,2,2,2,2,4,352828175,1355220915,5,3
1,52,113,0002,2,000,001,37000,0,0000,204,2019,12,03,15,42,13,3,2,2,01,00,7,09,22,00,23,15,9,30,70,4,4,01,45,75,03,61,31,00,01,00,03,00,50,00,4,0,2,0,2,0,4,2,352957655,1354444103,3,3
1,52,113,0003,2,000,001,00270,2,0000,501,2020,01,09,12,36,12,2,3,1,01,00,7,09,22,09,22,14,8,30,70,4,2,21,45,45,12,04,01,31,11,01,04,04,10,30,3,3,2,2,2,2,4,2,352802590,1354952439,5,3
1,52,114,0001,2,000,001,37000,0,0000,201,2019,12,24,18,21,22,1,2,1,01,00,7,09,22,09,22,15,9,30,70,5,2,21,55,65,03,51,31,00,01,00,10,00,50,10,3,3,2,0,2,0,4,2,360230420,1361331930,3,3
1,52,114,0002,2,000,001,37000,0,0000,201,2019,12,12,17,53,22,3,2,2,01,00,1,09,22,00,23,15,9,30,70,4,3,01,45,75,03,61,31,00,01,00,03,00,10,00,4,0,2,0,2,0,4,2,360315340,1361310647,5,3
1,52,114,0003,2,000,001,37000,0,0000,201,2020,01,02,14,46,12,2,2,1,14,00,7,00,23,00,23,03,9,01,70,4,4,41,55,00,03,75,31,00,01,00,10,00,18,00,3,0,2,0,2,0,4,0,360318274,1361242155,5,3
1,52,114,0004,2,000,002,37000,0,0000,201,2019,11,02,16,20,13,1,2,1,01,00,7,01,21,09,22,15,9,30,01,4,4,21,75,25,04,04,31,31,01,01,02,02,60,50,3,3,2,2,2,2,4,2,360301912,1361317858,7,2
1,52,114,0005,2,000,001,37000,0,0000,201,2020,01,13,22,00,22,3,2,2,07,00,7,00,23,00,23,03,9,01,70,4,2,21,01,35,03,04,31,31,01,01,03,03,30,10,3,3,2,2,2,2,4,2,360247834,1361113345,2,1
1,52,114,0006,2,000,001,10380,0,0000,201,2019,12,20,08,35,12,3,3,2,01,00,7,04,22,09,22,15,9,30,70,4,2,21,01,55,03,04,31,31,01,01,10,10,10,40,2,2,2,2,2,2,4,2,360026460,1361355067,6,3
1,52,114,0007,2,000,001,10340,0,0000,201,2019,12,10,07,37,11,1,2,1,01,00,7,09,22,09,22,15,9,30,70,4,2,21,25,45,03,51,31,00,01,00,03,00,00,00,4,4,2,0,2,0,4,2,360308761,1361235653,3,3
1,52,114,0008,2,000,001,37000,0,0000,201,2020,01,02,18,30,22,3,2,2,07,00,1,00,23,00,23,03,7,01,70,4,2,21,01,35,03,04,31,31,01,01,03,03,80,50,2,2,2,2,2,2,4,2,360250529,1361200054,5,3
1,52,114,0009,2,000,001,21540,0,0000,201,2020,01,10,13,24,12,1,2,1,01,00,1,09,22,09,22,18,9,30,70,4,2,21,75,01,04,34,31,31,01,00,04,04,80,10,2,2,2,0,2,0,4,2,360208518,1361248602,6,3
1,52,114,0010,2,000,001,00080,1,0000,201,2020,01,10,08,40,12,1,2,1,07,00,1,00,23,00,23,05,9,01,70,1,2,21,75,01,04,04,31,31,01,01,10,10,10,30,3,3,2,2,2,2,4,2,360150897,1361330966,6,3
1,52,114,0011,2,000,001,37000,0,0000,201,2019,12,20,09,05,12,2,2,1,07,00,1,00,23,00,23,03,9,20,70,5,2,21,65,25,17,04,31,31,11,01,10,10,70,60,3,3,2,2,2,2,4,2,360049431,1361217722,6,3
1,52,114,0012,2,000,001,37000,0,0000,201,2020,01,21,08,57,12,2,2,1,01,00,7,01,21,09,22,14,9,30,70,4,2,21,25,45,04,04,31,31,01,01,10,03,10,80,2,2,1,2,2,2,4,2,360219070,1361117703,3,3
1,52,114,0013,2,000,001,37000,0,0000,201,2020,01,13,13,48,12,3,3,2,12,00,7,00,23,00,23,03,9,01,70,4,2,21,55,25,03,04,31,31,01,01,04,04,10,50,2,2,1,1,2,2,4,2,360155095,1361103245,2,1
1,52,114,0014,2,000,001,99000,0,0000,201,2020,01,24,15,15,12,1,3,1,00,00,7,00,23,00,23,00,0,20,70,0,4,21,25,35,03,04,31,31,01,01,10,10,80,10,3,3,2,2,2,2,2,4,360105920,1361254065,6,3
1,52,114,0015,2,000,001,00080,1,0000,201,2020,01,18,17,32,21,1,3,1,14,00,7,00,23,00,23,04,9,01,70,1,2,21,25,25,03,04,31,31,01,01,10,10,30,10,3,3,2,2,2,2,2,4,355948581,1361222837,7,3
1,52,114,0016,2,000,001,00080,2,0000,201,2020,01,23,06,50,23,3,2,2,07,00,1,00,23,00,23,05,9,01,70,1,2,21,01,35,03,03,31,31,01,01,10,10,10,30,3,3,2,2,2,2,4,2,360152659,1361332784,5,3
1,52,114,0017,2,000,001,20980,0,0000,201,2020,01,08,21,04,22,3,2,2,07,00,1,00,23,00,23,04,9,01,70,4,2,21,45,25,03,03,31,31,01,01,03,03,10,30,3,3,2,2,2,2,4,2,360233464,1361402343,4,3
1,52,114,0018,2,000,001,10340,0,0000,201,2020,01,03,02,57,22,2,2,2,01,00,3,09,22,09,22,15,9,30,70,4,2,21,01,65,03,03,31,31,01,01,03,04,10,80,2,2,1,1,2,2,4,4,360241503,1361054725,6,3
1,52,114,0019,2,000,001,10380,0,0000,201,2020,01,27,17,25,21,2,2,1,14,00,1,00,23,00,23,03,9,01,70,4,2,21,45,35,03,13,31,31,01,11,04,04,10,30,3,3,2,2,2,2,4,2,360032808,1361207576,2,3
1,52,114,0021,2,000,001,99000,0,0000,201,2020,01,09,11,00,12,1,2,1,00,00,7,00,23,00,23,00,0,20,70,0,4,21,45,75,04,14,31,31,01,11,10,10,70,60,3,3,2,2,2,2,2,4,360201954,1361246217,5,3
1,52,114,0025,2,000,001,99000,0,0000,201,2020,01,28,22,17,22,3,2,2,00,00,7,00,23,00,23,00,0,20,70,0,4,21,35,45,03,14,31,31,01,11,10,10,10,30,3,3,2,2,2,2,2,4,360035097,1361210132,3,3
1,52,059,0002,2,000,002,44250,1,1563,202,2020,01,31,10,22,12,2,3,2,14,00,7,00,23,00,23,04,9,01,70,6,3,21,01,45,12,03,31,31,11,01,04,04,10,13,2,1,2,1,2,2,4,2,353604823,1360315702,6,3
1,52,059,0003,2,000,001,43010,1,0000,404,2020,02,04,13,05,12,1,3,1,00,00,7,00,23,00,23,00,0,20,70,0,4,21,75,55,17,17,31,31,11,11,10,10,80,60,3,3,2,2,2,2,4,2,354950828,1361204715,3,3
1,52,101,0022,2,000,001,37000,0,0000,201,2020,01,09,13,25,12,2,2,1,01,00,2,01,21,00,23,18,9,30,70,4,2,01,75,25,04,61,31,00,01,00,10,00,10,00,4,0,2,0,2,0,4,2,360516419,1361305797,5,3
1,52,101,0023,2,000,001,37000,0,0000,201,2020,01,29,17,50,21,3,2,2,01,00,1,09,22,00,23,15,9,30,70,4,2,01,75,25,13,61,31,00,11,00,10,00,70,00,3,0,2,0,2,0,4,2,360545685,1361426512,4,3
1,52,101,0024,2,000,001,20190,0,0000,201,2020,01,13,15,54,12,3,2,2,14,00,7,00,23,00,23,04,9,01,70,4,2,21,65,45,03,03,31,31,01,01,04,04,10,30,3,3,2,2,2,2,4,2,360351375,1361409782,2,1
1,52,101,0025,2,000,001,04160,0,0000,201,2020,01,23,06,55,23,3,2,2,14,00,7,00,23,00,23,03,9,01,70,4,3,21,75,45,03,04,31,31,01,01,04,04,10,30,3,3,2,2,2,2,4,2,360457079,1361222515,5,3
1,52,101,0026,2,000,001,37000,0,0000,201,2020,01,25,14,14,12,2,3,1,14,00,7,00,23,00,23,03,9,01,70,4,4,21,45,45,03,03,31,31,01,01,10,10,10,30,3,3,2,2,2,2,4,2,360531824,1361506323,7,3
1,52,101,0027,2,000,001,00080,1,4044,201,2019,07,01,16,40,12,1,3,1,07,00,1,00,23,00,23,06,9,01,70,1,2,21,65,75,03,04,31,31,01,01,10,10,10,30,3,3,2,2,2,2,4,2,360550838,1361508734,2,3
1,52,101,0028,2,000,001,37000,0,0000,201,2020,01,31,16,55,13,3,2,2,01,00,1,09,22,09,22,15,9,30,70,4,2,21,45,65,04,04,31,31,01,01,03,02,40,10,3,3,2,1,2,2,4,4,360422660,1361207864,6,3
1,52,101,0029,2,000,001,00080,1,4082,201,2020,01,21,09,07,12,2,2,2,01,00,1,09,22,09,22,19,9,30,70,1,1,21,55,45,04,51,31,00,01,00,10,00,10,40,3,3,2,0,2,0,4,2,360402799,1361432198,3,3
1,52,101,0030,2,000,001,20190,0,0000,201,2020,02,04,18,55,22,3,2,2,14,00,7,00,23,00,23,03,9,01,70,4,2,21,01,65,03,04,31,31,01,01,03,03,30,10,3,3,2,2,2,2,2,4,360347078,1361441522,3,3
1,52,101,0031,2,000,002,00080,1,0000,201,2020,02,04,08,55,12,1,2,1,14,00,7,00,23,00,23,06,9,01,70,1,2,21,01,35,03,04,31,31,01,01,10,10,10,13,2,2,1,1,2,2,4,2,360342596,1361430250,3,3
1,52,101,0032,2,000,001,37000,0,0000,201,2020,01,31,10,25,12,3,3,2,01,00,7,09,22,01,22,15,9,30,70,4,4,21,35,75,03,04,31,31,01,01,10,10,40,10,3,3,2,2,2,2,2,4,360237113,1361446667,6,3
