資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,地点　緯度（北緯）,地点　経度（東経）,曜日(発生年月日),祝日(発生年月日)
1,52,059,0013,2,000,001,43020,2,0870,207,2019,04,21,15,00,12,2,3,1,14,00,7,00,23,00,23,05,9,01,70,1,4,41,35,00,13,75,31,00,11,00,10,00,80,00,2,0,2,0,2,0,4,0,355738112,1361212897,1,3
1,52,101,0108,2,000,001,01580,0,0000,201,2019,03,25,16,26,12,2,2,1,14,00,7,00,23,00,23,05,9,01,70,4,2,21,01,55,03,14,31,31,01,11,10,10,13,10,2,3,2,2,2,2,2,4,360307176,1361436403,2,3
1,52,101,0109,2,000,001,99000,0,0000,201,2019,03,22,10,57,12,1,2,1,00,00,7,00,23,00,23,00,0,20,70,0,4,41,65,00,03,75,31,00,01,00,10,00,80,00,3,0,2,0,2,0,4,0,360519001,1361457378,6,3
1,52,101,0110,2,000,001,37000,0,0000,201,2019,02,22,19,55,22,1,1,1,01,00,7,04,21,00,23,15,9,30,70,5,4,01,35,01,03,61,31,00,01,00,10,00,50,00,3,0,2,0,2,0,4,2,360400265,1361251906,6,3
1,52,101,0111,2,000,001,37000,0,0000,201,2019,03,23,22,00,22,1,2,1,01,00,1,09,22,09,22,18,9,30,70,4,2,21,45,55,03,03,31,31,01,01,04,04,10,30,3,3,2,2,2,2,4,2,360414730,1361253471,7,3
1,52,101,0112,2,000,001,20370,0,0000,201,2019,04,06,07,45,12,1,2,1,07,00,8,00,23,00,23,05,9,01,70,4,2,21,01,35,03,04,31,31,01,01,04,04,50,70,3,3,2,2,2,2,4,2,360416762,1361408433,7,3
1,52,101,0113,2,000,001,37000,0,0000,201,2019,03,31,15,04,12,2,3,1,01,00,7,01,21,09,22,15,9,30,70,4,2,21,75,35,03,04,31,31,01,01,10,10,10,40,3,3,2,2,2,2,4,2,360547657,1361412706,1,3
1,52,101,0115,2,000,001,37000,0,0000,201,2019,03,23,09,25,12,1,2,1,01,00,1,09,22,09,22,15,9,30,70,4,2,21,25,65,13,04,01,31,11,01,03,03,10,24,2,2,1,1,2,2,4,2,360326661,1361424048,7,3
1,52,101,0116,2,000,001,10010,0,0000,201,2019,03,26,18,39,21,2,3,1,14,00,7,00,23,00,23,05,8,01,70,1,2,21,25,35,03,04,31,31,01,01,10,10,10,13,3,3,2,1,2,2,4,2,360619925,1361243617,3,3
1,52,101,0117,2,000,001,99000,0,0000,201,2019,03,17,09,00,12,3,2,2,00,00,7,00,23,00,23,00,0,20,70,0,4,01,45,45,03,61,31,00,01,00,10,00,50,00,4,0,2,0,2,0,4,2,360422404,1361440180,1,3
1,52,101,0118,2,000,001,00080,2,4055,201,2019,03,18,16,30,12,1,3,1,14,00,7,00,23,00,23,05,9,01,70,1,2,21,45,25,11,14,01,31,11,11,10,10,10,30,3,3,2,2,2,2,4,2,360524374,1361457791,2,3
1,52,101,0119,2,000,001,10350,0,0000,201,2019,03,19,18,30,21,2,2,1,01,00,1,09,22,00,23,15,9,30,70,4,2,01,35,01,03,61,31,00,01,00,10,00,10,00,3,0,2,0,2,0,4,2,360654419,1361311200,3,3
1,52,101,0120,2,000,002,37000,0,0000,322,2019,04,10,07,33,12,3,3,2,01,00,7,01,22,09,22,15,9,30,70,4,3,21,25,25,03,04,31,31,01,01,10,03,10,68,3,3,2,1,2,2,4,2,360628084,1361702931,4,3
1,52,101,0121,2,000,001,20200,0,0000,201,2019,03,15,08,54,12,2,1,1,14,00,7,00,23,00,23,05,9,01,70,4,2,21,45,55,03,04,31,31,01,01,03,03,30,10,3,3,2,2,2,2,2,4,360402637,1361248509,6,3
1,52,101,0122,2,000,001,37000,0,0000,201,2019,03,14,15,31,12,2,2,1,01,00,1,09,22,09,22,14,9,30,70,4,2,21,55,75,04,04,31,31,01,01,02,03,50,61,2,2,2,1,2,2,4,2,360422570,1361207989,5,3
1,52,101,0123,2,000,001,04160,0,0000,201,2019,04,12,18,28,21,1,2,1,01,00,7,09,22,09,22,15,9,30,70,4,2,21,01,55,03,14,31,31,01,11,10,04,50,50,3,3,2,2,2,2,4,2,360505554,1361416273,6,3
1,52,101,0124,2,000,001,37000,0,0000,201,2019,04,03,07,15,12,3,1,2,14,00,7,00,23,00,23,05,9,01,70,4,2,21,25,55,03,03,31,31,01,01,04,04,10,30,3,3,2,2,2,2,4,2,360410494,1361150978,4,3
1,52,101,0125,2,000,001,20200,0,0000,201,2019,04,09,18,50,21,1,1,1,01,00,1,09,22,00,23,15,9,30,70,4,2,01,55,01,03,61,31,00,01,00,03,00,40,00,3,0,2,0,2,0,4,2,360405140,1361223543,3,3
1,52,101,0126,2,000,001,04160,0,0000,201,2019,03,17,18,24,21,3,2,2,14,00,2,00,23,00,23,03,9,01,70,4,2,21,01,25,03,03,31,31,01,01,04,04,10,31,3,3,2,2,2,2,4,2,360501375,1361327112,1,3
1,52,101,0127,2,000,002,20190,0,0000,201,2019,04,05,15,55,12,1,3,1,01,00,1,09,22,09,22,15,9,30,70,4,2,21,55,25,12,04,01,31,11,01,10,10,30,10,3,3,2,2,2,2,4,2,360352886,1361624224,6,3
1,52,101,0128,2,000,001,37000,0,0000,201,2019,04,09,10,08,12,1,2,1,14,00,2,00,23,00,23,05,9,01,70,4,2,21,65,75,12,03,01,31,11,01,04,04,10,30,3,3,2,2,2,2,4,2,360426509,1361149951,3,3
1,52,101,0129,2,000,002,00080,2,4083,201,2019,04,10,12,20,12,3,2,2,14,00,7,00,23,00,23,05,9,01,70,1,2,21,25,01,17,04,01,31,11,01,10,10,10,13,3,3,2,2,2,2,4,2,360354456,1361431291,4,3
1,52,101,0130,2,000,001,20170,0,0000,201,2019,04,11,08,10,12,1,2,1,07,00,1,00,23,00,23,04,9,01,70,4,3,21,45,65,03,04,31,31,01,01,10,10,30,10,3,3,2,2,2,2,2,4,360702904,1361439960,5,3
1,52,101,0131,2,000,002,37000,0,0000,201,2019,04,02,06,13,11,3,3,3,14,00,7,00,23,00,23,04,8,01,70,4,2,21,65,65,04,14,31,31,01,11,10,10,50,50,2,2,1,1,2,2,2,4,360430021,1361130340,3,3
1,52,101,0132,1,001,000,10360,0,0000,201,2019,04,25,19,30,21,3,2,1,01,00,2,09,22,00,23,15,9,30,70,4,2,01,35,65,03,61,31,00,01,00,04,00,10,00,3,0,2,0,2,0,4,1,360618898,1361327380,5,3
1,52,101,0133,2,000,001,10370,0,0000,201,2019,04,12,08,00,12,1,3,1,01,00,7,09,22,01,22,15,9,30,70,4,4,21,35,45,03,04,31,31,01,01,10,10,20,10,3,3,2,2,2,2,2,4,360119681,1361721946,6,3
1,52,101,0134,2,000,001,10150,0,0000,201,2019,04,06,12,40,12,1,1,1,01,00,1,09,22,09,22,19,9,30,70,5,2,21,45,25,04,51,31,00,01,00,04,00,10,20,3,3,2,0,2,0,4,2,360345693,1361304095,7,3
1,52,101,0135,2,000,001,37000,0,0000,201,2019,04,20,18,27,13,1,1,1,14,00,7,00,23,00,23,03,9,01,70,4,2,21,65,45,03,04,31,31,01,01,04,04,40,50,3,3,2,2,2,2,4,2,360516098,1361316094,7,3
1,52,101,0136,2,000,001,99000,0,0000,201,2019,04,01,10,10,12,3,3,2,00,00,7,00,23,00,23,00,0,20,70,0,4,21,35,25,03,13,31,31,01,11,10,10,10,30,3,3,2,2,2,2,2,4,360320267,1361512812,2,3
1,52,101,0137,2,000,001,37000,0,0000,201,2019,04,10,15,45,12,3,2,2,01,00,1,09,22,09,22,15,9,30,70,4,2,21,55,25,04,04,31,31,01,01,03,03,50,80,3,3,2,2,2,2,4,2,360326694,1361424076,4,3
1,52,101,0138,2,000,001,37000,0,0000,201,2019,04,06,18,20,13,1,2,1,01,00,1,09,22,09,22,18,9,30,70,5,2,21,25,01,03,04,31,31,01,01,04,04,80,10,3,3,2,2,2,2,4,2,360444677,1361150884,7,3
1,52,101,0139,2,000,001,37000,0,0000,201,2019,03,28,16,37,12,1,2,1,14,00,7,00,23,00,23,05,9,01,70,4,2,21,55,45,03,04,31,31,01,01,03,03,50,70,3,3,2,2,2,2,2,4,360434502,1361440436,5,3
1,52,101,0140,2,000,002,00080,2,0000,201,2019,04,13,14,10,12,1,2,1,07,00,1,00,23,00,23,05,9,01,70,1,1,21,35,45,03,13,31,31,01,11,10,10,13,10,3,3,2,2,2,2,2,4,360251887,1361423615,7,3
1,52,101,0143,2,000,001,37000,0,0000,201,2019,04,11,10,20,12,2,2,1,01,00,7,09,22,09,22,14,9,30,70,4,3,21,25,65,04,14,31,31,01,11,10,10,80,70,3,3,2,2,2,2,2,4,360521927,1361356267,5,3
1,52,101,0144,2,000,001,37000,0,0000,201,2019,04,14,17,50,13,3,1,2,01,00,7,09,22,01,22,15,9,30,70,4,2,21,25,45,03,14,31,31,01,11,10,04,40,50,3,3,2,2,2,2,2,4,360540074,1361457684,1,3
1,52,103,0006,2,000,002,01580,0,0000,205,2019,03,28,10,20,12,1,3,2,13,00,7,00,23,00,23,03,6,01,70,4,3,21,55,01,03,04,31,31,01,01,04,04,50,50,2,2,1,1,2,2,2,4,355800800,1363443976,5,3
1,52,103,0007,2,000,001,37000,0,0000,205,2019,04,03,12,47,12,2,2,1,01,00,7,01,21,09,22,15,9,30,70,4,3,21,65,45,04,04,31,31,01,01,02,03,10,40,3,2,2,2,2,2,4,2,355842926,1362953724,4,3
1,52,103,0008,1,001,002,01580,0,0000,205,2019,04,20,10,43,12,1,3,1,13,00,7,00,23,00,23,03,2,01,70,4,3,41,65,00,12,75,31,00,11,00,04,00,50,00,1,0,2,0,2,0,4,0,355247759,1364404485,7,3
1,52,105,0033,2,000,001,37000,0,0000,210,2019,02,28,14,50,12,2,3,1,01,00,7,09,22,09,22,14,9,30,70,4,3,21,75,65,04,14,31,31,01,11,10,10,20,10,2,3,2,1,2,2,2,4,361117102,1361103803,5,3
1,52,105,0034,2,000,001,20770,0,0000,210,2019,04,01,10,37,12,3,2,2,01,00,7,01,21,09,22,15,9,30,70,4,2,21,65,01,04,04,31,31,01,01,03,04,50,80,3,3,2,2,2,2,4,2,360743610,1361302131,2,3
1,52,105,0035,2,000,001,20150,0,0000,210,2019,03,12,09,30,12,3,3,1,01,00,1,09,22,00,23,15,9,30,70,4,2,01,65,35,04,61,31,00,01,00,04,00,50,00,4,0,2,0,2,0,4,2,360625624,1361750939,3,3
1,52,105,0036,2,000,001,10350,0,0000,210,2019,04,09,11,42,12,1,2,1,14,00,7,00,23,00,23,04,9,01,70,4,2,21,35,25,12,03,31,31,11,01,04,04,10,30,3,3,2,2,2,2,4,2,360809698,1361313625,3,3
1,52,105,0037,2,000,001,10240,0,0000,210,2019,04,19,10,05,12,2,2,1,14,00,7,00,23,00,23,03,9,01,70,4,2,01,65,75,12,61,31,00,11,00,04,00,50,00,3,0,2,0,2,0,4,2,360934435,1361600018,6,3
1,52,105,0038,2,000,001,10350,0,0000,210,2019,04,02,18,50,21,2,2,1,14,00,7,00,23,00,23,03,9,01,70,4,2,21,25,45,03,03,31,31,01,01,04,04,10,30,3,3,2,2,2,2,4,2,360745168,1361312959,3,3
1,52,105,0039,2,000,001,00080,0,0000,210,2019,04,02,11,10,12,3,2,1,07,00,1,00,23,00,23,03,9,01,70,5,2,21,35,35,03,13,31,31,01,11,04,04,10,30,3,3,2,2,2,2,4,2,360837854,1361550886,3,3
1,52,105,0040,2,000,001,99000,0,0000,210,2019,04,02,12,23,12,1,2,1,00,00,7,00,23,00,23,00,0,20,70,0,4,21,35,35,03,03,31,31,01,01,10,10,30,10,3,3,2,2,2,2,4,2,360831282,1361634718,3,3
1,52,105,0041,2,000,001,37000,0,0000,210,2019,03,14,16,20,12,1,2,1,14,00,7,00,23,00,23,01,9,01,70,5,4,21,01,75,51,51,00,00,00,00,00,00,10,10,3,3,0,0,0,0,4,2,360757669,1361308942,5,3
1,52,105,0042,2,000,001,20090,0,0000,210,2019,04,11,19,20,21,1,3,1,14,00,7,00,23,00,23,03,9,01,70,4,3,01,01,01,03,61,31,00,01,00,04,00,40,00,3,0,2,0,2,0,4,2,361022957,1361027003,5,3
1,52,105,0043,2,000,001,37000,0,3700,210,2019,04,22,20,55,22,1,3,1,07,00,1,00,23,00,23,04,9,01,70,4,3,21,01,01,04,04,31,31,01,01,03,03,50,50,3,3,2,2,2,2,4,2,360756242,1361541509,2,3
1,52,105,0044,2,000,003,10240,0,0000,210,2019,04,25,17,59,13,3,2,1,07,00,7,00,23,00,23,03,9,01,70,4,2,21,45,65,03,03,31,31,01,01,03,03,50,70,3,3,2,2,2,2,4,2,360934873,1361629374,5,3
1,52,107,0008,2,000,001,99000,0,0000,210,2019,03,28,11,34,12,2,3,1,00,00,7,00,23,00,23,00,0,20,70,0,4,01,75,75,03,61,31,00,01,00,10,00,10,00,3,0,2,0,2,0,4,2,361203605,1360840240,5,3
1,52,109,0025,2,000,001,37000,0,0000,207,2019,03,20,10,24,12,1,3,1,01,00,7,01,22,09,21,15,7,30,70,4,2,21,35,75,03,51,31,00,01,00,10,00,80,10,3,3,2,0,2,0,4,2,355755524,1361155217,4,2
1,52,109,0026,2,000,003,00080,1,4212,207,2019,03,26,20,28,22,2,3,2,07,00,1,00,23,00,23,05,9,01,70,1,2,21,45,45,03,03,31,31,01,01,10,10,10,60,2,2,1,2,2,2,4,2,355748553,1361119895,3,3
1,52,109,0027,2,000,001,37000,0,0000,207,2019,03,29,16,22,12,1,3,1,14,00,7,00,23,00,23,03,9,01,70,4,2,21,25,01,03,04,31,31,01,01,04,04,30,10,3,3,2,2,2,2,2,4,355712573,1361259336,6,3
1,52,109,0028,2,000,001,10450,0,0000,207,2019,04,08,09,33,12,1,2,1,01,00,1,09,22,09,22,15,9,30,70,1,2,21,45,75,03,04,31,31,01,01,04,04,50,10,2,2,1,1,2,2,2,4,355658940,1361147669,2,3
1,52,109,0029,1,001,002,03650,0,0000,423,2019,04,14,15,11,12,3,3,1,13,00,7,00,23,00,23,03,1,01,70,4,4,21,01,65,04,04,31,31,01,01,03,03,50,50,2,2,1,1,2,2,2,2,355736210,1355927234,1,3
1,52,109,0030,2,000,001,37000,0,0000,207,2019,04,13,13,00,12,1,2,1,14,00,7,00,23,00,23,02,9,01,70,5,4,21,01,45,03,04,31,31,01,01,10,10,10,70,3,3,2,2,2,2,2,4,355606942,1361100671,7,3
1,52,109,0031,2,000,001,37000,0,9999,207,2019,04,12,08,10,12,1,3,1,01,00,1,09,22,09,22,15,9,30,70,4,2,21,35,01,03,04,31,31,01,01,03,03,50,50,3,3,2,2,2,2,2,4,355721609,1361005991,6,3
1,52,109,0032,2,000,001,37000,0,0000,207,2019,04,16,15,26,12,1,2,1,14,00,7,00,23,00,23,02,9,20,70,5,4,01,75,25,03,61,31,00,01,00,10,00,82,00,2,0,1,0,2,0,4,2,355654294,1361126950,3,3
1,52,111,0013,2,000,001,37000,0,0000,209,2019,03,17,10,43,12,3,3,1,14,00,7,00,23,00,23,04,9,01,70,4,2,21,65,55,03,03,31,31,01,01,10,10,10,30,3,3,2,2,2,2,4,2,355501077,1361136029,1,3
1,52,111,0014,2,000,001,00080,2,0426,209,2019,03,08,11,00,12,1,2,1,14,00,7,00,23,00,23,05,9,01,70,1,2,21,45,25,03,04,31,31,01,01,10,10,10,30,3,3,2,2,2,2,4,2,355447433,1361130337,6,3
1,52,111,0015,2,000,001,10340,0,0000,209,2019,04,03,09,13,12,2,2,1,14,00,7,00,23,00,23,04,9,01,70,4,2,21,45,45,12,04,01,31,11,01,04,04,10,30,3,3,2,2,2,2,4,2,355516836,1360929523,4,3
1,52,111,0016,2,000,001,70000,0,0000,209,2019,03,19,12,53,12,1,3,1,14,00,7,00,23,00,23,04,9,01,70,4,4,41,65,00,04,75,31,00,01,00,03,00,18,00,1,0,1,0,2,0,2,0,355241732,1360844002,3,3
1,52,111,0018,2,000,001,37000,0,0000,209,2019,04,03,09,54,12,1,3,1,01,00,7,09,22,01,22,14,9,30,70,4,2,21,35,45,03,04,31,31,01,01,10,10,80,50,3,3,2,2,2,2,2,4,355443886,1361206504,4,3
1,52,111,0020,1,001,000,37000,0,0000,209,2019,04,13,11,31,12,1,3,1,22,00,7,00,23,00,23,01,9,20,70,5,4,61,75,25,14,42,31,00,11,00,10,00,20,10,2,3,2,0,2,0,1,4,355541872,1361016760,7,3
1,52,111,0021,2,000,001,03650,0,0000,404,2019,03,30,21,31,22,3,3,2,01,00,1,09,22,00,23,15,2,30,70,5,2,01,45,25,03,61,31,00,01,00,04,00,10,00,3,0,2,0,2,0,4,2,354959537,1361142724,7,3
1,52,111,0022,2,000,001,03650,0,0000,209,2019,04,15,13,35,12,1,1,1,14,00,7,00,23,00,23,03,9,01,70,4,2,21,45,45,03,03,31,31,01,01,03,03,10,30,3,3,2,2,2,2,4,2,355401367,1360958664,2,3
1,52,111,0025,2,000,001,37000,0,0000,209,2019,04,12,18,11,13,1,3,1,01,00,1,09,22,09,22,14,9,30,70,4,2,21,01,45,03,03,31,31,01,01,10,10,20,50,2,3,1,2,2,2,4,2,355444702,1361120134,6,3
1,52,111,0030,2,000,002,21100,0,0000,209,2019,03,08,20,51,22,1,1,1,01,00,1,09,22,00,23,15,9,30,70,5,2,01,55,01,04,61,31,00,01,00,03,00,80,00,3,0,2,0,2,0,4,2,355405584,1360916214,6,3
1,52,112,0026,2,000,001,21500,0,0000,202,2019,03,06,18,08,21,3,2,2,07,00,1,00,23,00,23,03,9,01,70,4,3,21,45,25,03,04,01,31,01,01,03,03,13,10,3,3,2,2,2,2,2,4,353854171,1360409165,4,3
1,52,112,0027,2,000,001,37000,0,0000,202,2019,03,25,12,19,12,1,2,1,01,00,7,01,21,09,22,15,9,30,70,5,2,21,55,45,03,04,31,31,01,01,03,10,80,50,2,2,2,2,2,2,4,2,353849348,1360427236,2,3
1,52,112,0028,2,000,001,37000,0,0000,202,2019,03,28,07,19,12,2,3,1,14,00,7,00,23,00,23,03,9,01,70,4,2,21,45,35,03,04,31,31,01,01,04,04,30,10,3,3,2,2,2,2,2,4,353731223,1360322018,5,3
1,52,112,0029,2,000,001,37000,0,0000,501,2019,02,22,23,00,22,1,3,1,14,00,7,00,23,00,23,02,9,01,70,5,4,41,25,00,51,76,00,00,00,00,00,00,40,00,4,0,0,0,0,0,2,0,353325621,1355419999,6,3
1,52,112,0030,2,000,002,00080,2,4555,202,2019,03,17,17,23,13,2,3,1,13,00,7,00,23,00,23,03,6,01,70,4,3,21,65,25,11,03,01,31,11,01,04,04,50,50,2,1,2,1,2,2,2,2,354259494,1360531975,1,3
1,52,112,0031,2,000,001,21500,0,0000,202,2019,04,02,08,10,12,2,1,2,14,00,7,00,23,00,23,04,9,01,70,4,2,21,45,35,04,04,31,31,01,01,04,04,80,60,3,3,2,2,2,2,4,2,353810350,1360326245,3,3
1,52,112,0032,2,000,001,99000,0,0000,202,2019,04,03,15,41,12,1,3,1,00,00,7,00,23,00,23,00,0,20,70,0,4,01,01,75,13,61,31,00,11,00,10,00,30,00,4,0,2,0,2,0,4,2,353722680,1360357647,4,3
1,52,112,0033,2,000,001,21500,0,0000,202,2019,03,26,10,55,12,1,1,1,14,00,7,00,23,00,23,03,9,01,70,1,2,21,35,65,04,51,31,00,01,00,03,00,60,10,3,3,2,0,2,0,4,2,353851954,1360356727,3,3
1,52,112,0034,1,001,001,00270,2,0053,202,2019,04,12,21,30,22,1,3,1,14,00,7,00,23,00,23,05,9,01,70,1,4,21,35,35,03,03,31,31,01,01,10,10,17,14,2,2,1,1,2,2,1,2,353800929,1360135044,6,3
1,52,112,0035,2,000,001,00080,2,4603,202,2019,03,18,14,55,12,2,3,1,14,00,7,00,23,00,23,03,9,01,70,4,2,21,45,55,11,03,01,31,11,01,04,04,50,50,1,1,2,2,2,2,4,4,354107297,1360513002,2,3
1,52,112,0036,2,000,002,00270,1,0033,202,2019,03,24,15,19,12,1,2,1,07,00,1,00,23,00,23,05,9,01,70,1,3,21,01,45,03,03,31,31,01,01,10,10,10,30,2,3,2,2,2,2,4,2,353800452,1360245847,1,3
1,52,112,0037,2,000,001,37000,0,0000,202,2019,04,05,19,37,22,1,2,1,01,00,7,09,22,09,22,15,9,30,70,4,2,21,35,45,03,03,31,31,01,01,10,03,40,10,3,3,2,2,2,2,4,2,353746436,1360406603,6,3
1,52,112,0038,2,000,001,00080,1,4615,202,2019,04,12,12,50,12,1,3,1,07,00,1,00,23,00,23,03,9,01,70,4,2,21,35,01,04,14,31,31,01,11,04,04,30,10,3,3,2,2,2,2,4,4,354032745,1360511576,6,3
1,52,112,0039,2,000,001,00080,1,4663,202,2019,04,12,08,43,12,1,1,1,14,00,7,00,23,00,23,03,9,01,70,4,2,21,25,25,04,04,31,31,01,01,03,03,10,30,3,3,2,2,2,2,4,2,353811287,1360412856,6,3
1,52,112,0040,2,000,001,21320,0,0000,202,2019,04,21,11,20,12,1,3,1,14,00,7,00,23,00,23,03,9,01,70,5,2,01,75,55,03,61,31,00,01,00,03,00,50,00,4,0,2,0,2,0,4,2,353731929,1360251723,1,3
1,52,112,0041,2,000,001,20590,0,0000,202,2019,03,08,20,06,22,1,3,1,01,00,1,09,22,09,22,15,9,30,70,5,2,21,55,35,03,03,31,31,01,01,10,03,40,10,3,2,2,2,2,2,4,2,353800046,1360145790,6,3
1,52,112,0042,2,000,001,21500,0,0000,202,2019,04,28,13,00,12,2,2,1,14,00,7,00,23,00,23,04,9,01,70,4,2,21,45,45,04,51,31,00,01,00,03,00,70,10,3,3,2,0,2,0,4,2,353752013,1360312049,1,2
1,52,113,0020,2,000,001,37000,0,0000,204,2019,03,20,13,30,12,1,3,1,13,00,7,00,23,00,23,03,3,01,70,4,2,21,55,01,03,03,31,31,01,01,10,10,50,50,3,3,2,2,2,2,4,2,352819845,1354656200,4,2
1,52,113,0021,2,000,001,10310,0,0000,204,2019,03,25,10,35,12,1,3,1,01,00,1,09,22,09,22,15,9,30,70,5,4,21,35,75,03,04,31,31,01,01,03,03,15,50,3,3,2,2,2,2,2,4,352943580,1354513123,2,3
1,52,114,0038,2,000,002,37000,0,0000,201,2019,03,31,10,35,12,3,2,2,07,00,1,00,23,00,23,03,9,01,70,4,2,21,65,25,03,03,01,31,01,01,03,03,10,30,3,3,2,2,2,2,4,2,360241983,1361311587,1,3
1,52,114,0039,2,000,002,37000,0,0000,201,2019,03,31,15,44,12,3,2,1,14,00,7,00,23,00,23,03,9,01,70,4,2,21,35,25,03,04,31,31,01,01,03,03,10,30,3,3,2,2,2,2,4,2,360241564,1361339977,1,3
1,52,114,0040,2,000,001,00080,2,4124,201,2019,03,31,13,48,12,1,3,1,14,00,7,00,23,00,23,05,8,01,70,1,2,21,45,25,12,04,01,31,11,01,10,10,10,30,3,2,2,2,2,2,4,2,360159681,1361337259,1,3
1,52,114,0041,2,000,001,37000,0,0000,201,2019,03,28,20,15,22,1,2,1,14,00,7,00,23,00,23,04,9,01,70,4,2,21,25,45,03,03,31,31,01,01,03,03,80,50,2,2,2,2,2,2,4,2,360251642,1361049797,5,3
1,52,114,0042,2,000,001,37000,0,0000,201,2019,04,05,15,30,12,1,2,1,01,00,7,09,22,00,23,11,9,30,70,5,4,01,01,35,03,61,31,00,01,00,10,00,50,00,3,0,2,0,2,0,4,2,360348546,1361224661,6,3
1,52,114,0043,2,000,001,37000,0,0000,201,2019,02,22,10,43,12,2,2,1,01,00,7,09,22,09,22,15,9,30,70,4,4,21,65,35,12,04,31,31,11,01,10,10,40,10,3,3,2,2,2,2,2,4,360320437,1361207687,6,3
1,52,114,0044,2,000,001,21540,0,0000,201,2019,03,22,15,47,12,2,2,1,01,00,1,09,22,00,23,18,9,30,70,4,2,01,55,75,04,61,31,00,01,00,04,00,10,00,3,0,2,0,2,0,4,2,360144379,1361244011,6,3
1,52,114,0045,2,000,001,20230,0,0000,201,2019,03,29,07,50,12,1,3,1,01,00,7,09,22,01,22,14,9,30,70,4,3,21,45,55,03,14,31,31,01,11,10,10,10,40,3,3,2,2,2,2,2,4,360050706,1361451343,6,3
1,52,114,0046,2,000,001,10340,0,0000,201,2019,03,21,11,52,12,2,2,1,01,00,1,09,22,09,22,15,9,30,70,4,2,21,75,75,14,36,31,31,11,00,03,10,70,10,3,3,2,0,2,0,4,2,360241612,1361054647,5,1
1,52,114,0047,2,000,002,37000,0,0000,201,2019,03,27,20,09,22,1,2,1,07,00,7,00,23,00,23,03,9,01,70,5,3,41,55,00,14,75,31,00,11,00,03,00,50,00,3,0,2,0,2,0,4,0,360019238,1360933012,4,3
1,52,114,0048,2,000,001,10340,0,0000,201,2019,04,21,15,26,12,2,2,1,14,00,7,00,23,00,23,04,9,01,70,4,2,21,25,75,03,04,31,31,01,01,03,03,10,30,3,3,2,2,2,2,4,2,360248299,1361118364,1,3
1,52,114,0049,2,000,001,37000,0,0000,201,2019,04,07,14,45,12,2,2,1,14,00,7,00,23,00,23,03,9,01,70,4,2,21,01,25,03,04,31,31,01,01,10,02,80,60,3,3,2,2,2,2,4,2,360200095,1361240244,1,3
1,52,114,0050,2,000,001,21540,0,0000,201,2019,04,20,19,40,22,1,3,1,14,00,7,00,23,00,23,04,9,01,70,4,3,21,45,35,03,34,31,31,01,00,04,04,10,30,3,3,2,0,2,0,4,2,355940182,1361133395,7,3
1,52,114,0051,2,000,001,21540,0,0000,201,2019,04,15,09,03,12,1,2,1,14,00,7,00,23,00,23,05,9,01,70,4,2,01,45,75,03,61,31,00,01,00,04,00,10,00,3,0,2,0,2,0,4,2,360155669,1361247126,2,3
1,52,114,0052,2,000,001,21000,0,0000,201,2019,04,27,02,52,22,3,3,2,14,00,7,00,23,00,23,03,9,01,70,4,2,01,35,45,03,61,31,00,01,00,04,00,10,00,2,0,1,0,2,0,4,2,360147478,1361133683,7,3
1,52,114,0053,2,000,001,21540,0,0000,201,2019,04,22,17,06,12,1,2,1,14,00,7,00,23,00,23,04,9,01,70,4,2,21,45,45,17,03,31,31,11,01,04,04,80,12,3,2,2,1,2,2,4,4,360253929,1361254511,2,3
1,52,059,0014,2,000,001,43010,1,0422,202,2019,05,01,14,03,12,3,3,2,11,00,7,00,23,00,23,03,9,01,70,1,4,21,45,35,11,03,01,31,11,01,07,07,10,32,3,3,2,2,2,2,4,2,353654412,1360655066,4,1
1,52,101,0141,2,000,001,37000,0,0000,201,2019,04,15,09,25,12,1,2,1,01,00,7,01,22,09,22,15,9,30,70,5,2,21,55,65,03,03,01,31,01,01,10,02,50,80,2,2,2,1,2,2,4,2,360535984,1361249756,2,3
1,52,101,0142,2,000,001,37000,0,0000,201,2019,04,24,07,45,12,3,3,2,14,00,7,00,23,00,23,02,9,01,70,5,4,21,75,75,14,36,31,31,11,00,10,10,80,30,3,3,2,0,2,0,4,2,360152157,1361619954,4,3
