資料区分,都道府県コード,警察署等コード,本票番号,補充票番号,当事者種別,乗車別,乗車等の区分,エアバッグの装備,サイドエアバッグの装備,人身損傷程度,用途別,車両形状,車両の衝突部位,車両の損壊程度
2,12,313,0020,001,03,2,01,1,2,2,  ,  ,  , 
2,12,313,0021,001,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0021,002,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0022,001,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0044,001,04,2,01,2,2,2,  ,  ,  , 
2,13,401,0006,001,03,2,01,1,1,2,  ,  ,  , 
2,13,401,0007,001,03,2,01,2,2,2,  ,  ,  , 
2,13,401,0007,002,03,2,01,2,2,2,  ,  ,  , 
2,13,401,0012,001,01,2,01,2,2,2,  ,  ,  , 
2,13,407,0001,001,03,2,01,1,2,2,  ,  ,  , 
2,13,407,0001,002,03,2,01,1,2,2,  ,  ,  , 
2,13,408,0002,001,04,2,01,2,2,2,  ,  ,  , 
2,13,408,0011,001,03,1,07,2,2,2,31,01,30,3
2,13,408,0022,001,03,2,01,2,2,2,  ,  ,  , 
2,13,408,0031,001,04,1,07,2,2,2,31,01,50,3
2,13,408,0032,001,04,1,07,2,2,2,31,01,50,3
2,13,408,0033,001,03,2,01,2,2,2,  ,  ,  , 
2,13,409,0002,001,03,2,01,2,2,2,  ,  ,  , 
2,14,501,0004,001,03,2,01,2,1,2,  ,  ,  , 
2,14,501,0012,001,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0002,003,04,2,01,2,2,2,  ,  ,  , 
2,20,101,0003,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0004,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0006,003,04,2,01,2,2,2,  ,  ,  , 
2,20,101,0011,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0012,003,04,2,01,2,2,2,  ,  ,  , 
2,20,101,0020,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0027,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0031,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0045,003,04,2,01,2,2,2,  ,  ,  , 
2,20,101,0051,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0051,004,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0051,005,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0062,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0062,004,03,2,01,2,2,2,  ,  ,  , 
2,20,102,0001,003,04,2,01,2,2,2,  ,  ,  , 
2,20,102,0006,003,03,2,01,2,2,2,  ,  ,  , 
2,20,102,0019,003,04,2,01,2,2,2,  ,  ,  , 
2,20,102,0022,004,03,2,01,2,2,2,  ,  ,  , 
2,20,102,0026,003,03,2,01,2,2,2,  ,  ,  , 
2,20,103,0003,003,03,2,01,2,2,2,  ,  ,  , 
2,20,103,0007,003,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0013,003,03,2,01,2,2,2,  ,  ,  , 
2,20,103,0014,003,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0015,003,61,5,07,0,0,2,00,00,00,0
2,20,103,0027,003,61,5,07,0,0,2,00,00,00,0
2,20,103,0029,004,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0030,003,04,1,07,2,2,2,31,01,31,2
2,20,103,0030,004,04,1,07,2,2,2,31,01,31,2
2,20,103,0030,007,03,1,07,2,2,2,31,01,30,3
2,20,103,0030,010,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0030,011,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0030,012,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0033,003,03,2,01,2,2,2,  ,  ,  , 
2,20,103,0035,003,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0036,003,03,2,01,2,2,2,  ,  ,  , 
2,20,103,0040,003,03,2,01,2,2,2,  ,  ,  , 
2,20,103,0048,003,03,2,01,2,2,2,  ,  ,  , 
2,20,103,0051,004,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0051,005,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0055,003,04,2,01,1,2,2,  ,  ,  , 
2,20,103,0060,003,04,2,01,2,2,2,  ,  ,  , 
2,20,104,0005,003,03,2,01,2,2,2,  ,  ,  , 
2,20,104,0008,003,03,2,01,2,2,2,  ,  ,  , 
2,20,104,0010,003,14,2,01,2,2,2,  ,  ,  , 
2,20,104,0011,003,04,2,01,2,2,2,  ,  ,  , 
2,20,105,0001,003,61,5,07,0,0,2,00,00,00,0
2,20,105,0002,003,04,2,01,2,2,2,  ,  ,  , 
2,20,105,0005,003,03,1,07,2,2,2,31,01,20,3
2,20,105,0011,003,04,2,01,2,2,2,  ,  ,  , 
2,20,105,0012,003,03,2,01,2,2,2,  ,  ,  , 
2,20,105,0013,003,04,2,01,2,2,2,  ,  ,  , 
2,20,106,0007,003,04,2,01,2,2,2,  ,  ,  , 
2,20,107,0001,004,03,2,01,2,2,2,  ,  ,  , 
2,20,107,0011,003,03,1,07,1,2,2,31,01,50,3
2,20,107,0014,003,03,2,01,2,2,2,  ,  ,  , 
2,20,108,0001,003,03,1,07,2,2,2,31,01,50,3
2,20,108,0008,003,03,2,01,2,2,2,  ,  ,  , 
2,20,108,0012,003,03,2,01,2,2,2,  ,  ,  , 
2,20,108,0014,003,03,2,01,2,2,2,  ,  ,  , 
2,20,108,0017,003,03,2,01,2,2,2,  ,  ,  , 
2,20,108,0018,003,03,2,01,2,2,2,  ,  ,  , 
2,20,108,0020,003,04,2,01,2,2,2,  ,  ,  , 
2,20,108,0020,004,04,2,01,2,2,2,  ,  ,  , 
2,20,108,0020,005,04,2,01,2,2,2,  ,  ,  , 
2,20,108,0022,003,04,2,01,2,2,2,  ,  ,  , 
2,20,108,0027,003,04,2,01,2,2,2,  ,  ,  , 
2,20,112,0001,003,04,2,01,2,2,2,  ,  ,  , 
2,20,114,0001,003,04,2,01,2,2,2,  ,  ,  , 
2,20,114,0003,003,03,2,01,2,2,2,  ,  ,  , 
2,20,114,0003,004,03,2,01,2,2,2,  ,  ,  , 
2,20,117,0001,003,03,2,01,2,2,2,  ,  ,  , 
2,20,117,0001,004,03,2,01,2,2,2,  ,  ,  , 
2,20,119,0001,003,03,2,01,2,2,2,  ,  ,  , 
2,20,120,0001,003,03,2,01,2,2,2,  ,  ,  , 
2,20,120,0001,004,03,2,01,2,2,2,  ,  ,  , 
2,20,120,0002,003,71,5,07,0,0,2,  ,  ,  , 
2,21,059,0004,001,03,1,07,2,2,2,31,01,20,3
2,21,059,0004,002,03,2,01,2,2,2,  ,  ,  , 
2,21,101,0002,001,03,1,07,2,2,2,31,01,10,3
2,21,101,0006,001,04,2,01,2,2,2,  ,  ,  , 
2,21,101,0014,001,03,2,01,2,2,2,  ,  ,  , 
2,21,101,0017,001,04,2,01,2,2,2,  ,  ,  , 
2,21,101,0018,001,03,2,01,1,2,2,  ,  ,  , 
2,21,101,0022,001,14,2,01,2,2,2,  ,  ,  , 
2,21,101,0022,002,14,2,01,2,2,2,  ,  ,  , 
2,21,101,0023,001,03,2,01,2,2,2,  ,  ,  , 
2,21,102,0002,001,03,2,01,2,2,2,  ,  ,  , 
2,21,102,0003,001,03,2,01,2,2,2,  ,  ,  , 
2,21,103,0001,001,04,2,01,2,2,2,  ,  ,  , 
2,21,103,0005,001,03,1,07,2,2,2,31,01,30,3
2,21,103,0009,001,04,2,01,2,2,2,  ,  ,  , 
2,21,103,0010,001,03,2,01,2,2,2,  ,  ,  , 
2,21,103,0012,001,03,2,01,2,2,2,  ,  ,  , 
2,21,104,0002,001,04,2,01,2,2,2,  ,  ,  , 
2,21,104,0002,002,04,2,01,2,2,2,  ,  ,  , 
2,21,104,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,21,104,0004,001,03,2,01,1,2,2,  ,  ,  , 
2,21,104,0005,001,03,1,07,2,2,2,31,01,10,3
2,21,105,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0003,001,04,2,01,1,1,2,  ,  ,  , 
2,21,105,0004,001,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0006,001,03,1,07,1,2,2,31,01,10,2
2,21,105,0007,001,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0008,001,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0011,001,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0011,002,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0011,003,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0015,001,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0017,001,04,2,01,2,2,2,  ,  ,  , 
2,21,105,0019,001,03,2,01,2,2,2,  ,  ,  , 
2,21,106,0001,001,04,2,01,2,2,2,  ,  ,  , 
2,21,106,0006,001,03,2,01,2,2,2,  ,  ,  , 
2,21,106,0008,001,03,2,01,1,2,2,  ,  ,  , 
2,21,106,0014,001,03,2,01,2,2,2,  ,  ,  , 
2,21,106,0016,001,04,2,01,2,2,2,  ,  ,  , 
2,21,106,0018,001,04,1,07,2,2,2,31,01,30,3
2,21,106,0020,001,04,2,01,2,2,2,  ,  ,  , 
2,21,106,0021,001,04,2,01,2,2,2,  ,  ,  , 
2,21,106,0021,002,04,2,01,2,2,2,  ,  ,  , 
2,21,108,0006,001,04,1,07,2,2,2,31,01,30,3
2,21,108,0008,001,03,2,01,1,2,2,  ,  ,  , 
2,21,110,0002,001,04,2,01,1,2,2,  ,  ,  , 
2,21,110,0005,001,01,2,01,2,2,2,  ,  ,  , 
2,21,111,0003,001,03,2,01,1,2,2,  ,  ,  , 
2,21,111,0003,002,03,2,01,1,2,2,  ,  ,  , 
2,21,113,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,21,115,0001,001,11,1,07,2,2,2,01,11,20,3
2,21,116,0001,001,14,2,01,2,2,2,  ,  ,  , 
2,21,116,0005,001,03,2,01,2,2,2,  ,  ,  , 
2,21,117,0011,001,04,2,01,2,2,2,  ,  ,  , 
2,22,059,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,22,100,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,22,100,0001,002,03,2,01,2,2,2,  ,  ,  , 
2,22,100,0001,003,03,2,01,2,2,2,  ,  ,  , 
2,22,100,0004,001,03,2,01,2,2,2,  ,  ,  , 
2,22,100,0009,001,04,2,01,2,2,2,  ,  ,  , 
2,22,100,0013,001,03,2,01,2,2,2,  ,  ,  , 
2,22,100,0013,002,03,2,01,2,2,2,  ,  ,  , 
2,22,100,0022,001,04,2,01,2,2,2,  ,  ,  , 
2,22,100,0022,002,04,2,01,2,2,2,  ,  ,  , 
2,22,100,0023,001,03,2,01,2,2,2,  ,  ,  , 
2,22,100,0025,001,14,1,07,2,2,2,31,11,30,3
2,22,100,0027,001,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0002,001,04,2,01,2,2,2,  ,  ,  , 
2,22,101,0005,001,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0008,001,03,1,07,2,2,2,31,01,20,3
2,22,101,0008,002,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0019,001,03,2,01,1,1,2,  ,  ,  , 
2,22,101,0019,002,03,2,01,1,1,2,  ,  ,  , 
2,22,101,0027,001,04,2,01,2,2,2,  ,  ,  , 
2,22,101,0031,001,61,5,07,0,0,2,00,00,00,0
2,22,102,0001,001,03,2,01,1,2,2,  ,  ,  , 
2,22,102,0002,001,03,1,07,2,2,2,31,01,30,3
2,22,102,0005,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0005,002,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0006,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0006,002,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0015,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0015,002,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0015,003,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0017,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0018,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0018,002,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0019,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0036,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0044,001,04,2,01,1,2,2,  ,  ,  , 
2,22,102,0051,001,04,2,01,1,1,2,  ,  ,  , 
2,22,102,0052,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0052,002,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0053,001,04,1,07,2,2,2,31,01,30,3
2,22,102,0058,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0058,002,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0062,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0063,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0076,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0078,001,03,1,07,1,2,2,31,01,10,2
2,22,102,0080,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0080,002,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0088,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0095,001,51,1,07,0,0,2,00,00,20,3
2,22,103,0004,001,04,2,01,2,2,2,  ,  ,  , 
2,22,103,0006,001,13,2,01,2,2,2,  ,  ,  , 
2,22,103,0006,002,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0011,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0011,002,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0019,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0019,002,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0022,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0023,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0023,002,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0027,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0028,001,04,2,01,1,2,2,  ,  ,  , 
2,22,103,0031,001,34,2,01,0,0,2,  ,  ,  , 
2,22,103,0036,001,52,2,01,0,0,2,  ,  ,  , 
2,22,103,0037,001,04,1,07,2,1,2,31,01,30,3
2,22,103,0044,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0045,001,13,2,01,2,2,2,  ,  ,  , 
2,22,103,0045,002,13,2,01,2,2,2,  ,  ,  , 
2,22,103,0045,003,13,2,01,2,2,2,  ,  ,  , 
2,22,103,0045,004,13,2,01,2,2,2,  ,  ,  , 
2,22,103,0046,001,04,1,07,2,2,2,31,01,31,3
2,22,103,0062,001,04,2,01,2,2,2,  ,  ,  , 
2,22,103,0062,002,04,2,01,2,2,2,  ,  ,  , 
