資料区分,都道府県コード,警察署等コード,本票番号,補充票番号,当事者種別,乗車別,乗車等の区分,エアバッグの装備,サイドエアバッグの装備,人身損傷程度,用途別,車両形状,車両の衝突部位,車両の損壊程度
2,46,107,0028,001,71,5,07,0,0,2,  ,  ,  , 
2,46,109,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,46,115,0031,001,04,2,01,2,2,2,  ,  ,  , 
2,46,116,0010,001,03,2,01,2,2,2,  ,  ,  , 
2,46,116,0010,002,03,2,01,2,2,2,  ,  ,  , 
2,46,116,0012,001,03,2,01,1,2,2,  ,  ,  , 
2,46,116,0012,002,03,2,01,1,2,2,  ,  ,  , 
2,46,116,0012,003,03,2,01,2,2,2,  ,  ,  , 
2,46,117,0035,001,03,2,01,2,2,2,  ,  ,  , 
2,46,119,0049,001,04,2,01,1,2,2,  ,  ,  , 
2,46,119,0055,001,04,1,07,1,2,2,31,01,12,1
2,46,119,0055,002,04,2,01,1,2,2,  ,  ,  , 
2,46,119,0057,001,03,2,01,2,2,2,  ,  ,  , 
2,46,119,0057,002,03,2,01,2,2,2,  ,  ,  , 
2,46,119,0060,001,03,2,01,2,2,1,  ,  ,  , 
2,46,122,0013,001,03,2,01,2,2,2,  ,  ,  , 
2,46,126,0013,001,03,2,01,2,2,2,  ,  ,  , 
2,46,126,0018,001,04,2,01,2,2,2,  ,  ,  , 
2,46,126,0018,002,04,2,01,2,2,2,  ,  ,  , 
2,46,132,0006,001,03,2,01,1,2,2,  ,  ,  , 
2,46,133,0007,001,04,2,01,2,2,2,  ,  ,  , 
2,46,135,0043,001,04,2,01,1,2,2,  ,  ,  , 
2,46,135,0050,001,61,5,07,0,0,2,00,00,00,0
2,46,135,0053,001,03,2,01,1,2,2,  ,  ,  , 
2,46,135,0054,001,03,2,01,1,2,2,  ,  ,  , 
2,46,136,0044,001,04,1,07,2,2,2,31,01,30,3
2,46,136,0044,002,04,2,01,2,2,2,  ,  ,  , 
2,46,136,0045,001,61,5,07,0,0,2,00,00,00,0
2,46,136,0054,001,03,1,07,2,2,2,31,01,30,3
2,46,136,0054,002,03,2,01,2,2,2,  ,  ,  , 
2,46,136,0054,003,03,2,01,2,2,2,  ,  ,  , 
2,46,136,0069,001,03,1,07,2,2,2,31,01,30,3
2,47,059,0006,001,01,1,07,2,2,4,01,01,80,2
2,47,101,0089,001,03,2,01,2,2,2,  ,  ,  , 
2,47,101,0089,002,03,2,01,2,2,2,  ,  ,  , 
2,47,101,0101,001,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0115,001,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0120,001,03,1,07,2,2,2,31,01,30,3
2,47,102,0120,002,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0125,001,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0126,001,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0126,002,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0131,001,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0151,001,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0151,002,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0151,003,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0151,004,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0151,005,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0152,001,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0161,001,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0161,002,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0165,001,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0169,001,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0171,001,03,1,07,2,2,2,31,01,30,3
2,47,102,0171,002,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0171,003,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0172,001,03,1,07,2,2,2,31,01,30,3
2,47,102,0176,001,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0178,001,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0178,002,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0179,001,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0182,001,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0186,001,04,2,01,2,2,2,  ,  ,  , 
2,47,102,0190,001,03,2,01,2,2,2,  ,  ,  , 
2,47,102,0194,001,04,2,01,1,2,2,  ,  ,  , 
2,47,103,0032,001,04,1,07,1,2,2,31,01,50,3
2,47,103,0032,002,03,2,01,1,2,2,  ,  ,  , 
2,47,103,0033,001,03,2,01,2,2,2,  ,  ,  , 
2,47,103,0038,001,03,2,01,1,2,2,  ,  ,  , 
2,47,104,0069,001,04,1,07,2,2,2,31,01,31,3
2,47,104,0069,002,04,1,07,2,2,2,31,01,30,3
2,47,104,0074,001,03,2,01,2,2,2,  ,  ,  , 
2,47,104,0075,001,04,2,01,2,2,2,  ,  ,  , 
2,47,104,0079,001,03,2,01,2,2,2,  ,  ,  , 
2,47,104,0080,001,03,2,01,2,2,2,  ,  ,  , 
2,47,104,0080,002,03,2,01,2,2,2,  ,  ,  , 
2,47,104,0084,001,17,2,01,2,2,2,  ,  ,  , 
2,47,104,0096,001,04,1,07,2,2,2,31,01,30,3
2,47,104,0099,001,03,2,01,2,1,2,  ,  ,  , 
2,47,107,0007,001,03,2,01,2,2,2,  ,  ,  , 
2,47,109,0047,001,03,2,01,2,2,2,  ,  ,  , 
2,47,109,0059,001,03,2,01,2,2,2,  ,  ,  , 
2,47,109,0060,001,03,2,01,2,2,2,  ,  ,  , 
2,47,110,0030,001,04,2,01,2,2,2,  ,  ,  , 
2,47,110,0034,001,04,2,01,2,2,2,  ,  ,  , 
2,47,113,0058,001,04,2,01,2,2,2,  ,  ,  , 
2,47,113,0059,001,03,2,01,2,2,2,  ,  ,  , 
2,47,114,0033,001,13,2,01,2,2,2,  ,  ,  , 
2,47,114,0035,001,03,2,01,2,2,2,  ,  ,  , 
2,47,115,0013,001,04,2,01,1,2,2,  ,  ,  , 
2,48,059,0009,001,03,1,07,2,2,2,31,01,73,3
2,48,059,0011,001,03,2,01,1,2,2,  ,  ,  , 
2,48,101,0134,001,03,2,01,2,2,2,  ,  ,  , 
2,48,101,0135,001,03,1,07,2,2,2,31,01,20,3
2,48,101,0142,001,03,1,07,2,2,2,31,01,30,3
2,48,101,0144,001,04,1,07,2,2,2,31,01,37,3
2,48,101,0144,002,04,2,01,2,2,2,  ,  ,  , 
2,48,101,0144,003,04,2,01,2,2,2,  ,  ,  , 
2,48,101,0147,001,14,1,07,2,2,2,31,11,30,3
2,48,101,0148,001,03,2,01,2,2,2,  ,  ,  , 
2,48,101,0154,001,04,2,01,2,2,2,  ,  ,  , 
2,48,101,0162,001,04,2,01,2,2,2,  ,  ,  , 
2,48,101,0162,002,04,2,01,2,2,2,  ,  ,  , 
2,48,101,0162,003,04,2,01,2,2,2,  ,  ,  , 
2,48,101,0164,001,04,2,01,2,2,2,  ,  ,  , 
2,48,101,0174,001,03,2,01,2,2,2,  ,  ,  , 
2,48,103,0030,001,04,2,01,2,2,2,  ,  ,  , 
2,48,103,0031,001,04,1,07,2,2,2,31,01,30,2
2,48,105,0074,001,03,1,07,2,2,2,31,01,33,3
2,48,105,0076,001,03,2,01,2,2,2,  ,  ,  , 
2,48,105,0085,001,03,2,01,2,2,2,  ,  ,  , 
2,48,105,0089,001,03,2,01,2,2,2,  ,  ,  , 
2,48,106,0042,001,04,2,01,2,2,2,  ,  ,  , 
2,48,106,0047,001,04,1,07,2,2,2,31,01,30,3
2,48,106,0049,001,04,2,01,2,2,2,  ,  ,  , 
2,48,106,0057,001,04,2,01,2,2,2,  ,  ,  , 
2,48,106,0061,001,03,2,01,2,2,2,  ,  ,  , 
2,48,106,0062,001,03,2,01,2,2,2,  ,  ,  , 
2,48,106,0062,002,03,2,01,2,2,2,  ,  ,  , 
2,48,106,0063,001,04,2,01,2,2,2,  ,  ,  , 
2,48,110,0131,001,17,2,01,2,2,2,  ,  ,  , 
2,48,110,0146,001,14,2,01,2,2,2,  ,  ,  , 
2,48,110,0152,001,14,2,01,2,2,2,  ,  ,  , 
2,48,110,0157,001,03,1,07,2,2,2,31,01,30,3
2,48,110,0157,002,04,2,01,2,2,2,  ,  ,  , 
2,48,110,0157,003,04,2,01,2,2,2,  ,  ,  , 
2,48,110,0160,001,04,1,07,2,2,2,31,01,30,3
2,48,110,0170,001,03,1,07,2,2,2,31,01,30,3
2,48,110,0174,001,03,2,01,2,2,2,  ,  ,  , 
2,48,110,0178,001,14,2,01,2,2,2,  ,  ,  , 
2,48,110,0187,001,03,2,01,2,2,2,  ,  ,  , 
2,48,113,0026,001,04,2,01,2,2,2,  ,  ,  , 
2,48,113,0028,001,03,1,07,2,2,2,31,01,60,3
2,48,113,0028,002,14,2,01,1,1,2,  ,  ,  , 
2,48,113,0028,003,14,2,01,1,1,2,  ,  ,  , 
2,48,114,0075,001,04,2,01,2,2,2,  ,  ,  , 
2,48,114,0079,001,71,5,07,0,0,2,  ,  ,  , 
2,48,114,0088,001,04,2,01,1,2,2,  ,  ,  , 
2,48,114,0089,001,04,2,01,2,2,2,  ,  ,  , 
2,48,114,0090,001,03,2,01,2,2,2,  ,  ,  , 
2,48,114,0092,001,03,2,01,1,2,2,  ,  ,  , 
2,48,114,0097,001,04,2,01,1,1,2,  ,  ,  , 
2,48,114,0099,001,03,2,01,2,2,2,  ,  ,  , 
2,48,115,0020,001,03,2,01,2,2,2,  ,  ,  , 
2,48,115,0024,001,03,2,01,2,2,2,  ,  ,  , 
2,48,115,0024,002,03,2,01,2,2,2,  ,  ,  , 
2,48,115,0026,001,03,2,01,2,2,2,  ,  ,  , 
2,48,115,0026,002,03,2,01,2,2,2,  ,  ,  , 
2,48,120,0035,001,03,2,01,2,2,2,  ,  ,  , 
2,48,120,0046,001,03,2,01,2,2,2,  ,  ,  , 
2,48,120,0050,001,04,1,07,2,2,2,31,01,37,3
2,48,120,0050,002,04,2,01,2,2,2,  ,  ,  , 
2,48,120,0051,001,03,2,01,2,2,2,  ,  ,  , 
2,48,120,0051,002,03,2,01,2,2,2,  ,  ,  , 
2,48,121,0028,001,03,2,01,2,2,2,  ,  ,  , 
2,48,123,0052,001,04,2,01,2,2,2,  ,  ,  , 
2,48,123,0052,002,04,2,01,2,2,2,  ,  ,  , 
2,48,125,0017,001,04,2,01,2,2,2,  ,  ,  , 
2,48,125,0018,001,03,2,01,1,1,2,  ,  ,  , 
2,48,125,0019,001,04,2,01,2,2,2,  ,  ,  , 
2,48,125,0021,001,04,2,01,2,2,2,  ,  ,  , 
2,48,125,0021,002,04,2,01,2,2,2,  ,  ,  , 
2,48,126,0058,001,04,2,01,2,2,2,  ,  ,  , 
2,48,126,0060,001,03,2,01,2,2,2,  ,  ,  , 
2,48,126,0060,002,03,2,01,2,2,2,  ,  ,  , 
2,48,126,0069,001,03,2,01,2,2,2,  ,  ,  , 
2,48,126,0071,001,03,2,01,2,2,2,  ,  ,  , 
2,48,126,0078,001,03,2,01,2,2,2,  ,  ,  , 
2,48,126,0086,001,04,2,01,2,1,2,  ,  ,  , 
2,48,128,0048,001,04,2,01,2,2,2,  ,  ,  , 
2,48,128,0049,001,14,2,01,2,2,2,  ,  ,  , 
2,48,128,0050,001,04,1,07,2,2,2,31,01,30,2
2,48,130,0011,001,13,2,01,2,2,2,  ,  ,  , 
2,48,130,0012,001,03,2,01,2,2,2,  ,  ,  , 
2,48,130,0012,002,03,2,01,2,2,2,  ,  ,  , 
2,48,131,0052,001,03,2,01,2,2,2,  ,  ,  , 
2,48,132,0180,001,03,1,07,2,2,2,31,01,30,3
2,48,132,0180,002,03,2,01,2,2,2,  ,  ,  , 
2,48,132,0186,001,61,5,07,0,0,2,00,00,00,0
2,48,132,0203,001,04,2,01,2,2,2,  ,  ,  , 
2,48,132,0203,002,04,2,01,2,2,2,  ,  ,  , 
2,48,132,0203,003,04,2,01,2,2,2,  ,  ,  , 
2,48,132,0209,001,04,1,07,2,2,2,31,01,13,3
2,48,132,0211,001,03,1,07,2,2,2,31,01,30,3
2,48,132,0224,001,04,2,01,2,2,2,  ,  ,  , 
2,48,132,0242,001,04,1,07,2,2,2,31,01,10,3
2,48,132,0246,001,03,2,01,2,2,2,  ,  ,  , 
2,48,132,0248,001,04,2,01,2,2,2,  ,  ,  , 
2,48,132,0254,001,03,1,07,2,2,2,31,01,30,3
2,48,132,0265,001,03,2,01,2,2,2,  ,  ,  , 
2,48,132,0268,001,04,2,01,1,2,2,  ,  ,  , 
2,48,132,0271,001,03,2,01,2,2,2,  ,  ,  , 
2,48,132,0272,001,03,2,01,2,2,2,  ,  ,  , 
2,48,132,0272,002,03,2,01,2,2,2,  ,  ,  , 
2,48,132,0272,003,03,2,01,2,2,2,  ,  ,  , 
2,48,133,0067,001,03,2,01,2,2,2,  ,  ,  , 
2,48,133,0068,001,04,1,07,2,2,2,31,01,10,3
2,48,133,0069,001,03,2,01,2,2,2,  ,  ,  , 
2,48,133,0079,001,02,2,01,2,2,2,  ,  ,  , 
2,48,133,0079,002,02,2,01,2,2,2,  ,  ,  , 
2,48,133,0088,001,03,1,07,2,2,2,31,01,30,3
2,48,134,0040,001,04,1,07,2,2,2,31,01,30,3
2,48,134,0040,002,04,2,01,2,2,2,  ,  ,  , 
2,48,134,0047,001,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0061,001,13,2,01,1,2,2,  ,  ,  , 
2,49,059,0062,001,04,2,01,2,2,2,  ,  ,  , 
2,49,059,0063,001,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0065,001,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0066,001,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0068,001,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0071,001,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0073,001,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0073,002,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0077,001,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0077,002,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0077,003,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0077,004,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0079,001,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0080,001,04,2,01,2,2,2,  ,  ,  , 
2,49,059,0080,002,04,2,01,2,2,2,  ,  ,  , 
2,49,059,0084,001,03,2,01,2,2,2,  ,  ,  , 
2,49,059,0085,001,04,2,01,2,2,2,  ,  ,  , 
2,49,100,0101,001,03,1,07,2,2,2,31,01,30,3
2,49,100,0104,001,04,2,01,2,2,2,  ,  ,  , 
2,49,100,0116,001,04,2,01,2,2,2,  ,  ,  , 
2,49,100,0124,001,04,2,01,2,2,2,  ,  ,  , 
2,49,100,0127,001,14,1,07,2,2,2,31,11,30,3
2,49,100,0131,001,03,2,01,2,2,2,  ,  ,  , 
2,49,100,0133,001,03,2,01,2,2,2,  ,  ,  , 
2,49,100,0136,001,03,2,01,2,2,2,  ,  ,  , 
2,49,100,0139,001,03,2,01,2,2,2,  ,  ,  , 
2,49,100,0144,001,04,2,01,2,2,2,  ,  ,  , 
2,49,100,0144,002,04,2,01,2,2,2,  ,  ,  , 
2,49,101,0046,001,03,2,01,2,2,2,  ,  ,  , 
2,49,101,0051,001,03,2,01,2,2,2,  ,  ,  , 
2,49,101,0052,001,03,2,01,2,2,2,  ,  ,  , 
2,49,101,0060,001,03,2,01,2,2,2,  ,  ,  , 
2,49,101,0060,002,03,2,01,2,2,2,  ,  ,  , 
2,49,101,0060,003,03,2,01,2,2,2,  ,  ,  , 
2,49,101,0060,004,03,2,01,2,2,2,  ,  ,  , 
2,49,101,0061,001,03,2,01,2,2,2,  ,  ,  , 
2,49,103,0075,001,03,2,01,2,2,2,  ,  ,  , 
2,49,103,0083,001,03,2,01,2,2,2,  ,  ,  , 
2,49,103,0084,001,03,2,01,2,2,2,  ,  ,  , 
2,49,103,0084,002,03,2,01,2,2,2,  ,  ,  , 
2,49,103,0084,003,03,2,01,2,2,2,  ,  ,  , 
2,49,103,0084,004,03,2,01,2,2,2,  ,  ,  , 
2,49,103,0084,005,03,2,01,2,2,2,  ,  ,  , 
2,49,103,0090,001,04,2,01,2,2,2,  ,  ,  , 
2,49,103,0090,002,04,2,01,2,2,2,  ,  ,  , 
2,49,103,0090,003,04,2,01,2,2,2,  ,  ,  , 
2,49,103,0092,001,03,2,01,2,2,2,  ,  ,  , 
2,49,103,0094,001,14,2,01,2,2,2,  ,  ,  , 
2,49,103,0096,001,04,2,01,1,2,2,  ,  ,  , 
2,49,103,0096,002,04,2,01,2,2,2,  ,  ,  , 
2,49,103,0101,001,04,2,01,2,2,2,  ,  ,  , 
2,49,103,0103,001,03,2,01,2,2,2,  ,  ,  , 
2,49,103,0105,001,04,2,01,2,2,2,  ,  ,  , 
2,49,103,0105,002,04,2,01,2,2,2,  ,  ,  , 
2,49,103,0109,001,04,1,07,2,2,2,31,01,31,3
2,49,103,0119,001,04,2,01,2,2,2,  ,  ,  , 
2,49,103,0119,002,03,1,07,2,2,2,31,01,30,3
2,49,104,0134,001,04,2,01,2,2,2,  ,  ,  , 
2,49,104,0138,001,04,2,01,2,2,2,  ,  ,  , 
2,49,104,0141,001,13,2,01,2,2,2,  ,  ,  , 
2,49,104,0143,001,36,1,07,0,0,2,31,00,30,3
2,49,104,0144,001,03,1,07,2,2,2,31,01,30,2
2,49,104,0148,001,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0151,001,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0160,001,17,2,01,2,2,2,  ,  ,  , 
2,49,104,0161,001,14,2,01,2,2,2,  ,  ,  , 
2,49,104,0169,001,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0170,001,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0178,001,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0180,001,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0190,001,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0190,002,04,1,07,2,2,2,31,01,30,3
2,49,104,0197,001,04,2,01,2,2,2,  ,  ,  , 
2,49,104,0198,001,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0198,002,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0203,001,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0203,002,03,2,01,2,2,2,  ,  ,  , 
2,49,104,0207,001,03,2,01,1,2,2,  ,  ,  , 
2,49,104,0217,001,04,2,01,1,2,2,  ,  ,  , 
2,49,105,0073,001,14,2,01,2,2,2,  ,  ,  , 
2,49,105,0076,001,04,2,01,2,2,2,  ,  ,  , 
2,49,105,0087,001,03,2,01,2,2,2,  ,  ,  , 
2,49,105,0090,001,03,2,01,1,2,2,  ,  ,  , 
2,49,105,0090,002,03,2,01,1,2,2,  ,  ,  , 
2,49,105,0091,001,03,1,07,2,2,2,31,01,10,2
2,49,105,0091,002,03,2,01,2,2,2,  ,  ,  , 
2,49,105,0096,001,03,2,01,2,2,2,  ,  ,  , 
2,49,106,0036,001,03,2,01,2,2,2,  ,  ,  , 
2,49,106,0042,001,03,2,01,2,2,2,  ,  ,  , 
2,49,106,0042,002,03,2,01,2,2,2,  ,  ,  , 
2,49,106,0042,003,03,2,01,2,2,2,  ,  ,  , 
2,49,106,0046,001,34,2,01,0,0,2,  ,  ,  , 
2,49,107,0310,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0310,002,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0316,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0317,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0318,001,04,2,01,2,2,2,  ,  ,  , 
2,49,107,0322,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0323,001,03,1,07,2,2,2,31,01,80,3
2,49,107,0326,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0328,001,04,2,01,2,2,2,  ,  ,  , 
2,49,107,0365,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0365,002,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0368,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0384,001,14,2,01,2,2,2,  ,  ,  , 
2,49,107,0389,001,04,1,07,2,2,2,31,01,30,3
2,49,107,0389,002,04,2,01,2,2,2,  ,  ,  , 
2,49,107,0391,001,04,2,01,1,2,2,  ,  ,  , 
2,49,107,0391,002,04,2,01,1,2,2,  ,  ,  , 
2,49,107,0391,003,04,2,01,1,2,2,  ,  ,  , 
2,49,107,0392,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0392,002,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0394,001,14,2,01,2,2,2,  ,  ,  , 
2,49,107,0395,001,13,2,01,2,2,2,  ,  ,  , 
2,49,107,0398,001,03,1,07,2,2,2,31,01,30,3
2,49,107,0413,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0418,001,03,1,07,2,2,2,31,01,30,3
2,49,107,0425,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0430,001,14,2,01,2,2,2,  ,  ,  , 
2,49,107,0430,002,14,2,01,2,2,2,  ,  ,  , 
2,49,107,0433,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0433,002,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0433,003,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0433,004,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0437,001,04,1,07,2,2,2,31,01,31,3
2,49,107,0437,002,03,1,07,2,2,2,31,01,30,3
2,49,107,0437,003,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0438,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0438,002,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0441,001,61,5,07,0,0,2,00,00,00,0
2,49,107,0456,001,04,2,01,2,2,2,  ,  ,  , 
2,49,107,0456,002,04,2,01,2,2,2,  ,  ,  , 
2,49,107,0456,003,04,1,07,2,2,2,31,01,30,3
2,49,107,0467,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0467,002,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0467,003,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0467,004,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0467,005,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0475,001,17,2,01,2,2,2,  ,  ,  , 
2,49,107,0477,001,04,2,01,2,2,2,  ,  ,  , 
2,49,107,0481,001,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0481,002,03,2,01,2,2,2,  ,  ,  , 
2,49,107,0482,001,03,2,01,2,2,2,  ,  ,  , 
2,49,108,0085,001,04,2,01,2,2,2,  ,  ,  , 
2,49,108,0101,001,03,2,01,2,2,2,  ,  ,  , 
2,49,108,0106,001,04,2,01,2,2,2,  ,  ,  , 
2,49,108,0111,001,03,1,07,2,2,2,31,01,30,3
2,49,108,0119,001,03,2,01,1,2,2,  ,  ,  , 
2,49,108,0124,001,03,2,01,2,2,2,  ,  ,  , 
2,49,108,0124,002,03,2,01,2,2,2,  ,  ,  , 
2,49,108,0126,001,03,2,01,2,2,2,  ,  ,  , 
2,49,108,0128,001,03,2,01,2,2,2,  ,  ,  , 
2,49,108,0128,002,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0307,001,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0307,002,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0310,001,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0310,002,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0311,001,04,1,07,2,2,2,31,01,10,2
2,49,110,0311,002,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0314,001,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0324,001,04,1,07,2,2,2,31,01,31,3
2,49,110,0324,002,03,1,07,2,2,2,31,01,30,3
2,49,110,0330,001,12,1,07,2,2,2,01,11,50,3
2,49,110,0331,001,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0331,002,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0340,001,04,1,07,2,2,2,31,01,30,3
2,49,110,0341,001,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0343,001,14,2,01,2,2,2,  ,  ,  , 
2,49,110,0348,001,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0356,001,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0358,001,14,1,07,2,2,2,31,11,40,2
2,49,110,0365,001,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0380,001,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0389,001,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0389,002,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0389,003,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0396,001,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0402,001,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0409,001,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0409,002,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0414,001,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0422,001,04,2,01,1,2,2,  ,  ,  , 
2,49,110,0423,001,04,1,07,2,2,2,31,01,30,3
2,49,110,0435,001,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0435,002,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0439,001,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0443,001,13,2,01,2,2,2,  ,  ,  , 
2,49,110,0445,001,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0445,002,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0450,001,03,1,07,2,2,2,31,01,30,3
2,49,110,0468,001,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0468,002,04,2,01,2,2,2,  ,  ,  , 
2,49,110,0478,001,03,1,07,2,2,2,31,01,34,3
2,49,110,0478,002,03,1,07,2,2,2,31,01,30,3
2,49,110,0478,003,03,2,01,2,2,2,  ,  ,  , 
2,49,110,0492,001,61,5,07,0,0,2,00,00,00,0
2,49,110,0493,001,03,1,07,2,2,2,31,01,30,3
2,49,110,0495,001,03,1,07,2,2,2,31,01,30,3
2,49,110,0496,001,03,1,07,2,2,2,31,01,30,3
2,49,111,0167,001,03,2,01,2,2,2,  ,  ,  , 
2,49,111,0167,002,03,2,01,2,2,2,  ,  ,  , 
2,49,111,0168,001,71,5,07,0,0,2,  ,  ,  , 
2,49,111,0169,001,03,2,01,2,2,2,  ,  ,  , 
2,49,111,0169,002,03,2,01,2,2,2,  ,  ,  , 
2,49,111,0169,003,03,2,01,2,2,2,  ,  ,  , 
2,49,111,0170,001,04,2,01,2,2,2,  ,  ,  , 
2,49,111,0170,002,04,2,01,2,2,2,  ,  ,  , 
2,49,111,0185,001,04,1,07,2,2,2,31,01,30,3
2,49,111,0188,001,03,2,01,2,2,2,  ,  ,  , 
2,49,111,0193,001,03,1,07,2,2,2,31,01,30,2
2,49,111,0195,001,04,2,01,2,2,2,  ,  ,  , 
2,49,111,0212,001,03,2,01,2,2,2,  ,  ,  , 
2,49,111,0212,002,03,2,01,2,2,2,  ,  ,  , 
2,49,111,0212,003,03,1,07,2,2,2,31,01,30,3
2,49,111,0214,001,04,2,01,2,2,2,  ,  ,  , 
2,49,111,0215,001,04,2,01,2,2,2,  ,  ,  , 
2,49,111,0215,002,03,2,01,2,2,2,  ,  ,  , 
2,49,111,0215,003,04,1,07,2,2,2,31,01,30,3
2,49,111,0217,001,04,2,01,2,2,2,  ,  ,  , 
2,49,111,0220,001,03,2,01,2,2,2,  ,  ,  , 
