資料区分,都道府県コード,警察署等コード,本票番号,補充票番号,当事者種別,乗車別,乗車等の区分,エアバッグの装備,サイドエアバッグの装備,人身損傷程度,用途別,車両形状,車両の衝突部位,車両の損壊程度
2,94,119,0058,001,14,1,07,2,2,2,31,11,30,3
2,95,101,0230,001,00,0,00,0,0,0,  ,  ,  , 
2,95,101,0234,001,04,2,01,2,2,2,  ,  ,  , 
2,95,101,0235,001,13,2,01,2,2,2,  ,  ,  , 
2,95,101,0251,001,04,2,01,2,2,2,  ,  ,  , 
2,95,101,0295,001,00,0,00,0,0,0,  ,  ,  , 
2,95,101,0299,002,04,2,01,2,2,2,  ,  ,  , 
2,95,101,0300,001,00,0,00,0,0,0,  ,  ,  , 
2,95,101,0307,001,04,2,01,2,2,2,  ,  ,  , 
2,95,101,0316,002,00,0,00,0,0,0,  ,  ,  , 
2,95,101,0316,003,00,0,00,0,0,0,  ,  ,  , 
2,95,101,0319,001,04,1,07,2,2,2,31,01,30,3
2,95,101,0320,001,03,2,01,1,1,2,  ,  ,  , 
2,95,101,0321,001,00,0,00,0,0,0,  ,  ,  , 
2,95,101,0339,001,03,2,01,2,2,2,  ,  ,  , 
2,95,101,0341,001,04,2,01,2,2,2,  ,  ,  , 
2,95,101,0343,001,14,1,07,2,2,2,31,11,00,3
2,95,101,0347,001,03,2,01,2,2,2,  ,  ,  , 
2,95,101,0355,001,03,2,01,2,2,2,  ,  ,  , 
2,95,102,0051,001,14,2,01,2,2,2,  ,  ,  , 
2,95,102,0054,001,00,0,00,0,0,0,  ,  ,  , 
2,95,102,0056,001,04,1,07,1,2,2,31,01,10,2
2,95,104,0178,001,03,2,01,2,2,2,  ,  ,  , 
2,95,104,0181,001,04,2,01,2,2,2,  ,  ,  , 
2,95,104,0195,001,03,2,01,2,2,2,  ,  ,  , 
2,95,104,0195,002,03,2,01,2,2,2,  ,  ,  , 
2,95,104,0213,001,00,0,00,0,0,0,  ,  ,  , 
2,95,104,0213,002,00,0,00,0,0,0,  ,  ,  , 
2,95,104,0218,003,04,2,01,2,2,2,  ,  ,  , 
2,95,104,0220,001,13,2,01,2,2,2,  ,  ,  , 
2,95,104,0220,002,13,2,01,2,2,2,  ,  ,  , 
2,95,104,0222,001,03,1,07,1,2,2,31,01,15,2
2,95,104,0222,002,04,2,01,2,2,2,  ,  ,  , 
2,95,104,0239,001,00,0,00,0,0,0,  ,  ,  , 
2,95,104,0253,002,04,2,01,2,2,2,  ,  ,  , 
2,95,107,0036,001,31,1,07,0,0,2,31,00,10,2
2,95,107,0039,001,03,1,07,2,2,2,31,01,30,3
2,95,108,0034,001,03,2,01,2,2,2,  ,  ,  , 
2,95,108,0038,001,03,2,01,2,2,2,  ,  ,  , 
2,95,109,0064,001,04,2,01,2,2,2,  ,  ,  , 
2,95,109,0073,001,03,2,01,1,2,2,  ,  ,  , 
2,95,110,0069,001,14,1,07,2,2,2,31,11,30,3
2,95,110,0070,001,00,0,00,0,0,0,  ,  ,  , 
2,95,110,0075,001,04,1,07,2,2,2,31,01,30,3
2,95,110,0081,001,00,0,00,0,0,0,  ,  ,  , 
2,95,110,0084,001,61,5,07,0,0,2,00,00,00,0
2,95,110,0092,001,00,0,00,0,0,0,  ,  ,  , 
2,95,111,0086,001,14,2,01,2,2,2,  ,  ,  , 
2,95,111,0100,001,04,1,07,2,2,2,31,01,30,3
2,95,111,0104,002,04,2,01,2,2,2,  ,  ,  , 
2,95,111,0110,001,00,0,00,0,0,0,  ,  ,  , 
2,95,111,0114,001,03,1,07,2,2,2,31,01,00,3
2,95,111,0124,001,03,2,01,2,2,2,  ,  ,  , 
2,95,111,0129,002,00,0,00,0,0,0,  ,  ,  , 
2,95,111,0129,003,00,0,00,0,0,0,  ,  ,  , 
2,95,111,0130,001,00,0,00,0,0,0,  ,  ,  , 
2,95,112,0006,001,03,2,01,2,2,2,  ,  ,  , 
2,95,113,0175,001,03,2,01,2,2,2,  ,  ,  , 
2,95,113,0177,001,03,1,07,2,2,2,31,01,30,3
2,95,113,0195,001,00,0,00,0,0,0,  ,  ,  , 
2,95,113,0211,001,03,2,01,2,2,2,  ,  ,  , 
2,95,113,0222,001,03,1,07,2,2,2,31,01,30,3
2,95,113,0224,001,03,2,01,2,2,2,  ,  ,  , 
2,95,113,0234,001,03,1,07,2,2,2,31,01,20,3
2,95,113,0240,001,04,2,01,1,2,2,  ,  ,  , 
2,95,113,0240,002,00,0,00,0,0,0,  ,  ,  , 
2,95,113,0243,001,03,1,07,2,2,2,31,01,30,3
2,95,113,0248,001,00,0,00,0,0,0,  ,  ,  , 
2,95,113,0248,002,00,0,00,0,0,0,  ,  ,  , 
2,95,113,0248,003,00,0,00,0,0,0,  ,  ,  , 
2,95,113,0257,003,03,2,01,2,2,2,  ,  ,  , 
2,95,113,0259,002,00,0,00,0,0,0,  ,  ,  , 
2,96,101,0145,001,04,1,07,2,2,2,31,01,10,2
2,96,101,0147,001,04,2,01,2,2,2,  ,  ,  , 
2,96,101,0157,001,04,2,01,2,2,2,  ,  ,  , 
2,96,101,0165,001,03,2,01,2,2,2,  ,  ,  , 
2,96,101,0165,002,03,2,01,2,2,2,  ,  ,  , 
2,96,101,0167,001,03,1,07,2,2,2,31,01,36,3
2,96,101,0177,001,04,2,01,2,2,2,  ,  ,  , 
2,96,101,0180,001,12,1,07,2,2,2,01,11,27,2
2,96,101,0181,002,03,2,01,2,2,2,  ,  ,  , 
2,96,101,0182,001,03,2,01,2,2,2,  ,  ,  , 
2,96,102,0099,001,04,1,07,2,2,2,31,01,10,2
2,96,102,0104,001,61,5,07,0,0,2,00,00,00,0
2,96,102,0109,001,04,2,01,2,2,2,  ,  ,  , 
2,96,102,0115,001,04,2,01,2,2,2,  ,  ,  , 
2,96,102,0121,001,61,5,07,0,0,2,00,00,00,0
2,96,102,0122,001,04,2,01,2,2,2,  ,  ,  , 
2,96,102,0123,002,03,2,01,2,2,2,  ,  ,  , 
2,96,102,0124,001,03,1,07,2,2,2,31,01,87,3
2,96,102,0135,001,03,2,01,2,2,2,  ,  ,  , 
2,96,102,0142,001,04,2,01,2,2,2,  ,  ,  , 
2,96,102,0150,001,04,1,07,2,2,2,31,01,33,3
2,96,102,0151,001,14,2,01,2,2,2,  ,  ,  , 
2,96,102,0154,001,03,2,01,1,2,2,  ,  ,  , 
2,96,102,0154,002,03,2,01,1,2,2,  ,  ,  , 
2,96,103,0019,002,04,2,01,1,2,2,  ,  ,  , 
2,96,104,0081,001,03,2,01,2,2,2,  ,  ,  , 
2,96,104,0082,001,02,2,01,2,2,2,  ,  ,  , 
2,96,104,0085,003,04,2,01,2,2,2,  ,  ,  , 
2,96,104,0093,002,13,2,01,2,2,2,  ,  ,  , 
2,96,104,0095,001,03,2,01,2,2,2,  ,  ,  , 
2,96,104,0099,001,04,1,07,2,2,2,31,01,76,3
2,96,104,0100,001,04,2,01,2,2,2,  ,  ,  , 
2,96,104,0100,002,04,2,01,1,2,2,  ,  ,  , 
2,96,104,0107,001,04,1,07,2,2,2,31,01,10,2
2,96,104,0108,001,04,2,01,2,2,2,  ,  ,  , 
2,96,104,0114,001,04,2,01,2,2,2,  ,  ,  , 
2,96,109,0017,006,02,2,01,2,2,2,  ,  ,  , 
2,96,109,0017,007,02,2,01,2,2,2,  ,  ,  , 
2,96,109,0021,001,04,1,07,2,2,2,31,01,36,2
2,96,109,0023,002,04,2,01,2,2,2,  ,  ,  , 
2,96,111,0043,001,14,2,01,1,2,2,  ,  ,  , 
2,96,111,0046,001,04,1,07,2,2,2,31,01,33,3
2,96,113,0011,001,04,2,01,2,2,2,  ,  ,  , 
2,96,114,0009,001,04,2,01,2,2,2,  ,  ,  , 
2,96,116,0012,001,03,2,01,2,2,2,  ,  ,  , 
2,96,117,0011,001,04,2,01,2,2,2,  ,  ,  , 
2,96,117,0011,002,04,2,01,2,2,2,  ,  ,  , 
2,96,117,0011,003,04,2,01,2,2,2,  ,  ,  , 
2,96,118,0040,001,61,5,07,0,0,2,00,00,00,0
2,96,118,0042,001,34,2,01,0,0,2,  ,  ,  , 
2,96,118,0044,001,04,2,01,2,2,2,  ,  ,  , 
2,96,118,0046,001,03,2,01,2,2,2,  ,  ,  , 
2,96,119,0105,001,04,2,01,2,2,2,  ,  ,  , 
2,96,119,0105,002,04,2,01,2,2,2,  ,  ,  , 
2,96,119,0105,003,04,2,01,2,2,2,  ,  ,  , 
2,96,119,0110,001,04,2,01,2,2,2,  ,  ,  , 
2,96,119,0115,001,61,5,07,0,0,2,00,00,00,0
2,96,119,0119,001,04,2,01,2,2,2,  ,  ,  , 
2,96,119,0124,001,04,2,01,2,2,2,  ,  ,  , 
2,96,119,0124,002,04,2,01,2,2,2,  ,  ,  , 
2,96,119,0128,002,04,2,01,2,2,2,  ,  ,  , 
2,96,119,0129,001,04,1,07,2,2,2,31,01,30,3
2,96,119,0129,002,03,2,01,2,2,2,  ,  ,  , 
2,96,119,0136,001,04,2,01,2,2,2,  ,  ,  , 
2,96,119,0143,002,01,2,01,2,2,2,  ,  ,  , 
2,96,119,0143,004,01,2,01,2,2,2,  ,  ,  , 
2,96,122,0019,001,14,1,07,2,2,2,01,11,30,3
2,96,122,0021,002,04,2,01,2,2,2,  ,  ,  , 
2,96,123,0012,001,03,2,01,2,2,2,  ,  ,  , 
2,96,123,0012,002,03,2,01,2,2,2,  ,  ,  , 
2,96,124,0060,001,14,1,07,2,2,2,31,11,30,3
2,96,124,0062,001,04,2,01,1,1,2,  ,  ,  , 
2,96,130,0006,002,04,2,01,2,2,2,  ,  ,  , 
2,97,065,0004,001,04,2,01,1,2,2,  ,  ,  , 
2,97,065,0004,002,04,2,01,2,2,2,  ,  ,  , 
2,97,101,0124,001,03,2,01,2,2,2,  ,  ,  , 
2,97,101,0125,001,04,2,01,2,2,2,  ,  ,  , 
2,97,101,0131,001,03,1,07,2,2,2,31,01,30,3
2,97,101,0149,001,04,2,01,2,2,2,  ,  ,  , 
2,97,101,0149,002,04,2,01,2,2,2,  ,  ,  , 
2,97,101,0149,003,04,2,01,2,2,2,  ,  ,  , 
2,97,102,0017,001,03,2,01,2,2,2,  ,  ,  , 
2,97,102,0017,002,03,2,01,2,2,2,  ,  ,  , 
2,97,103,0025,001,03,2,01,2,2,2,  ,  ,  , 
2,97,104,0041,001,03,2,01,2,2,2,  ,  ,  , 
2,97,104,0042,001,34,2,01,0,0,2,  ,  ,  , 
2,97,104,0048,001,03,1,07,2,2,2,31,01,70,3
2,97,105,0059,001,03,1,07,2,2,2,31,01,80,3
2,97,105,0059,002,03,2,01,2,2,2,  ,  ,  , 
2,97,105,0060,001,04,2,01,2,2,2,  ,  ,  , 
2,97,105,0064,001,04,2,01,2,2,2,  ,  ,  , 
2,97,105,0064,002,04,2,01,1,2,2,  ,  ,  , 
2,97,105,0071,001,04,1,07,2,2,2,31,01,50,3
2,97,105,0073,001,04,2,01,2,2,2,  ,  ,  , 
2,97,105,0074,001,03,2,01,2,2,2,  ,  ,  , 
2,97,105,0076,001,03,2,01,2,2,2,  ,  ,  , 
2,97,105,0085,001,04,2,01,2,2,2,  ,  ,  , 
2,97,105,0094,001,14,2,01,2,2,2,  ,  ,  , 
2,97,105,0096,001,03,2,01,2,2,2,  ,  ,  , 
2,97,105,0100,001,04,1,07,2,2,2,31,01,30,3
2,97,105,0103,001,03,2,01,2,2,2,  ,  ,  , 
2,97,106,0013,001,03,2,01,2,2,2,  ,  ,  , 
2,97,106,0013,002,03,2,01,2,2,2,  ,  ,  , 
2,97,106,0013,003,03,2,01,2,2,2,  ,  ,  , 
2,97,107,0024,001,04,2,01,2,2,2,  ,  ,  , 
2,97,107,0028,001,01,1,07,2,2,2,01,01,50,3
2,97,108,0023,001,03,2,01,1,2,2,  ,  ,  , 
2,97,108,0024,001,34,1,07,0,0,2,31,00,30,3
2,97,108,0027,001,04,2,01,2,2,2,  ,  ,  , 
2,97,109,0029,001,03,2,01,2,2,2,  ,  ,  , 
2,97,109,0041,001,03,2,01,2,2,2,  ,  ,  , 
2,97,109,0041,002,03,2,01,2,2,2,  ,  ,  , 
2,97,111,0018,001,04,2,01,2,2,2,  ,  ,  , 
2,97,113,0060,001,03,2,01,2,2,2,  ,  ,  , 
2,97,113,0060,002,03,2,01,2,2,2,  ,  ,  , 
2,97,113,0061,001,03,2,01,2,2,2,  ,  ,  , 
2,97,113,0064,001,04,2,01,2,2,2,  ,  ,  , 
2,97,113,0065,001,61,5,07,0,0,2,00,00,00,0
2,97,113,0068,001,04,2,01,2,2,2,  ,  ,  , 
2,97,113,0086,001,03,2,01,2,2,2,  ,  ,  , 
2,97,113,0086,002,03,2,01,2,2,2,  ,  ,  , 
2,97,113,0089,001,04,2,01,1,2,2,  ,  ,  , 
2,97,113,0096,001,03,2,01,2,2,2,  ,  ,  , 
2,97,114,0036,001,61,5,07,0,0,2,00,00,00,0
2,97,114,0039,001,03,2,01,2,2,2,  ,  ,  , 
2,97,114,0039,002,03,2,01,2,2,2,  ,  ,  , 
2,97,114,0039,003,03,2,01,2,2,2,  ,  ,  , 
2,97,114,0043,001,03,2,01,2,2,2,  ,  ,  , 
2,10,101,0142,001,03,2,01,2,2,2,  ,  ,  , 
2,10,101,0145,001,03,2,01,2,2,2,  ,  ,  , 
2,10,101,0146,001,03,2,01,2,2,2,  ,  ,  , 
2,10,101,0150,001,61,5,07,0,0,2,00,00,00,0
2,10,101,0152,001,03,1,07,2,2,2,31,01,30,3
2,10,101,0156,001,03,2,01,2,2,2,  ,  ,  , 
2,10,101,0165,001,13,2,01,2,2,2,  ,  ,  , 
2,10,101,0169,001,03,2,01,2,2,2,  ,  ,  , 
2,10,102,0115,001,04,2,01,2,2,2,  ,  ,  , 
2,10,102,0118,001,04,1,07,1,2,2,31,01,10,1
2,10,102,0127,001,03,2,01,2,2,2,  ,  ,  , 
2,10,102,0127,002,03,2,01,2,2,2,  ,  ,  , 
2,10,103,0109,001,61,5,07,0,0,2,00,00,00,0
2,10,103,0123,001,61,5,07,0,0,2,00,00,00,0
2,10,103,0124,001,03,2,01,2,2,2,  ,  ,  , 
2,10,104,0163,001,01,2,01,2,2,2,  ,  ,  , 
2,10,104,0165,001,03,2,01,2,2,2,  ,  ,  , 
2,10,104,0170,001,03,2,01,2,2,2,  ,  ,  , 
2,10,104,0172,001,03,2,01,2,2,2,  ,  ,  , 
2,10,104,0174,001,51,1,07,0,0,2,00,00,40,2
2,10,105,0063,001,14,1,07,2,2,2,31,11,15,3
2,10,105,0063,002,14,2,01,2,2,2,  ,  ,  , 
2,10,105,0064,001,03,2,01,2,2,2,  ,  ,  , 
2,10,105,0066,001,12,1,07,1,2,2,31,11,10,2
2,10,105,0067,001,04,2,01,1,1,2,  ,  ,  , 
2,10,105,0069,001,03,2,01,2,2,2,  ,  ,  , 
2,10,105,0074,001,04,2,01,1,2,2,  ,  ,  , 
2,10,105,0075,001,03,2,01,2,2,2,  ,  ,  , 
2,10,105,0076,001,03,2,01,2,2,2,  ,  ,  , 
2,10,106,0073,001,03,2,01,2,2,2,  ,  ,  , 
2,10,106,0073,002,03,2,01,2,2,2,  ,  ,  , 
2,10,106,0077,001,03,2,01,2,2,2,  ,  ,  , 
2,10,106,0080,001,04,2,01,2,2,2,  ,  ,  , 
2,10,106,0081,001,03,1,07,2,2,4,31,01,15,3
2,10,106,0083,001,04,2,01,2,2,2,  ,  ,  , 
2,10,106,0084,001,03,2,01,1,2,2,  ,  ,  , 
2,10,106,0085,001,71,5,07,0,0,2,  ,  ,  , 
2,10,106,0089,001,03,2,01,2,2,2,  ,  ,  , 
2,10,107,0039,001,03,2,01,2,2,2,  ,  ,  , 
2,10,107,0039,002,04,1,07,2,2,2,31,01,10,3
2,10,107,0042,001,04,2,01,2,2,2,  ,  ,  , 
2,10,108,0013,001,03,2,01,2,2,2,  ,  ,  , 
2,10,119,0013,001,03,2,01,2,2,2,  ,  ,  , 
2,10,121,0017,001,03,2,01,2,2,2,  ,  ,  , 
2,10,123,0111,001,03,2,01,2,2,2,  ,  ,  , 
2,10,123,0115,001,03,2,01,2,2,2,  ,  ,  , 
2,10,123,0119,001,03,2,01,2,2,2,  ,  ,  , 
2,10,123,0121,001,03,2,01,2,2,2,  ,  ,  , 
2,10,123,0125,001,04,2,01,2,2,2,  ,  ,  , 
2,10,123,0126,001,03,2,01,2,2,2,  ,  ,  , 
2,10,126,0003,001,03,1,07,1,2,2,31,01,50,2
2,10,127,0096,001,03,1,07,2,2,2,31,01,50,3
2,10,127,0112,001,03,2,01,2,2,2,  ,  ,  , 
2,10,127,0115,001,03,2,01,2,2,2,  ,  ,  , 
2,10,127,0117,001,14,2,01,2,2,2,  ,  ,  , 
2,10,127,0120,001,03,1,07,2,2,2,31,01,30,3
2,10,127,0121,001,03,1,07,2,2,2,31,01,50,3
2,10,127,0131,001,51,1,07,0,0,2,00,00,24,3
2,10,128,0182,001,03,2,01,2,2,2,  ,  ,  , 
2,10,128,0213,001,13,1,07,2,2,2,31,11,30,3
2,10,128,0224,001,03,2,01,2,2,2,  ,  ,  , 
2,10,128,0225,001,03,2,01,2,2,2,  ,  ,  , 
2,10,128,0225,002,03,1,07,2,2,2,31,01,30,2
2,10,128,0225,003,01,1,07,2,2,2,01,01,70,3
2,10,129,0200,001,03,1,07,2,2,2,31,01,56,3
2,10,129,0202,001,03,2,01,2,2,2,  ,  ,  , 
2,10,129,0202,002,14,1,07,2,2,2,31,11,13,2
2,10,129,0219,001,04,2,01,2,2,2,  ,  ,  , 
2,10,130,0099,001,03,2,01,2,2,2,  ,  ,  , 
2,10,130,0101,001,61,5,07,0,0,2,00,00,00,0
2,10,130,0111,001,12,1,07,2,2,2,01,11,60,3
2,10,131,0060,001,03,2,01,2,2,2,  ,  ,  , 
2,10,131,0064,001,13,2,01,2,2,2,  ,  ,  , 
2,10,131,0069,001,13,2,01,2,2,2,  ,  ,  , 
2,10,131,0070,001,71,5,07,0,0,2,  ,  ,  , 
2,10,131,0070,002,71,5,07,0,0,2,  ,  ,  , 
2,11,201,0121,001,03,2,01,2,2,2,  ,  ,  , 
2,11,201,0121,002,03,2,01,2,2,2,  ,  ,  , 
2,11,201,0128,001,03,2,01,2,2,2,  ,  ,  , 
2,11,201,0130,001,03,2,01,2,2,2,  ,  ,  , 
2,11,202,0022,001,04,2,01,2,2,2,  ,  ,  , 
2,11,204,0008,001,03,2,01,2,2,2,  ,  ,  , 
2,12,301,0085,001,04,2,01,2,2,2,  ,  ,  , 
2,12,301,0095,001,03,2,01,2,2,2,  ,  ,  , 
2,12,301,0098,001,04,2,01,2,2,2,  ,  ,  , 
2,12,301,0102,001,04,1,07,2,2,2,31,01,30,3
2,12,302,0007,001,03,2,01,2,2,2,  ,  ,  , 
2,12,312,0004,001,04,2,01,2,2,2,  ,  ,  , 
2,12,313,0073,001,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0077,001,61,5,07,0,0,2,00,00,00,0
2,12,313,0080,001,04,1,07,1,1,2,31,01,68,1
2,12,313,0081,001,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0082,001,03,2,01,2,2,2,  ,  ,  , 
2,13,401,0070,001,03,2,01,2,2,2,  ,  ,  , 
2,13,401,0079,001,04,2,01,1,2,2,  ,  ,  , 
2,13,401,0080,001,03,2,01,2,2,2,  ,  ,  , 
2,13,401,0083,001,03,2,01,2,2,2,  ,  ,  , 
2,13,404,0004,001,03,1,07,2,2,2,31,01,10,2
2,13,404,0004,002,03,2,01,1,2,2,  ,  ,  , 
2,13,404,0004,003,03,2,01,2,2,2,  ,  ,  , 
2,13,408,0086,001,13,2,01,1,2,2,  ,  ,  , 
2,13,408,0086,002,13,2,01,2,2,2,  ,  ,  , 
2,13,408,0090,001,04,2,01,1,2,2,  ,  ,  , 
2,13,408,0090,002,04,2,01,2,2,2,  ,  ,  , 
2,13,408,0094,001,03,2,01,2,2,2,  ,  ,  , 
2,13,408,0097,001,03,2,01,2,2,2,  ,  ,  , 
2,13,408,0098,001,04,2,01,2,2,2,  ,  ,  , 
2,13,408,0105,001,13,1,07,2,2,2,31,11,20,3
2,14,501,0034,001,13,2,01,2,2,2,  ,  ,  , 
2,14,501,0035,001,03,2,01,2,2,2,  ,  ,  , 
2,14,502,0006,001,13,2,01,2,2,2,  ,  ,  , 
2,20,101,0131,003,04,2,01,2,2,2,  ,  ,  , 
2,20,101,0133,003,03,1,07,2,2,2,31,01,30,3
2,20,101,0134,003,03,1,07,1,2,2,31,01,20,1
2,20,101,0146,003,04,2,01,2,2,2,  ,  ,  , 
2,20,101,0160,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0160,004,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0162,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0163,003,04,1,07,2,2,2,31,01,30,3
2,20,102,0107,003,03,2,01,2,2,2,  ,  ,  , 
2,20,102,0110,003,04,2,01,2,2,2,  ,  ,  , 
2,20,102,0115,003,04,2,01,1,2,2,  ,  ,  , 
2,20,102,0120,003,04,2,01,2,2,2,  ,  ,  , 
2,20,102,0121,004,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0175,003,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0177,003,04,1,07,2,2,2,31,01,31,3
2,20,103,0181,003,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0183,003,04,1,07,2,2,2,31,01,30,3
2,20,103,0189,003,04,2,01,2,2,2,  ,  ,  , 
2,20,104,0032,003,03,1,07,2,2,2,31,01,30,3
2,20,104,0044,004,04,2,01,2,2,2,  ,  ,  , 
2,20,105,0025,003,03,2,01,1,2,2,  ,  ,  , 
2,20,105,0028,003,04,1,07,2,2,2,31,01,71,3
2,20,105,0028,004,03,1,07,2,2,2,31,01,30,3
2,20,107,0051,003,04,2,01,2,2,2,  ,  ,  , 
2,20,108,0057,003,03,2,01,2,2,2,  ,  ,  , 
2,20,108,0057,004,03,2,01,2,2,2,  ,  ,  , 
2,20,109,0012,005,04,2,01,1,2,2,  ,  ,  , 
2,20,109,0014,003,04,2,01,2,2,2,  ,  ,  , 
2,20,114,0020,003,03,2,01,2,2,2,  ,  ,  , 
2,21,059,0009,001,17,1,07,1,2,1,01,11,00,2
2,21,101,0100,001,04,2,01,2,2,2,  ,  ,  , 
2,21,101,0109,001,04,2,01,1,2,2,  ,  ,  , 
2,21,103,0031,001,03,2,01,2,2,2,  ,  ,  , 
2,21,104,0026,001,03,1,07,2,2,2,31,01,30,3
2,21,104,0035,001,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0061,001,03,2,01,1,2,2,  ,  ,  , 
2,21,105,0063,001,13,2,01,1,2,2,  ,  ,  , 
2,21,105,0064,001,03,2,01,1,2,2,  ,  ,  , 
2,21,105,0064,002,03,2,01,2,2,2,  ,  ,  , 
2,21,106,0070,001,04,2,01,2,2,2,  ,  ,  , 
2,21,106,0071,001,03,2,01,1,2,2,  ,  ,  , 
2,21,106,0071,002,03,2,01,1,2,2,  ,  ,  , 
2,21,106,0072,001,04,2,01,1,2,2,  ,  ,  , 
2,21,106,0077,001,04,2,01,2,2,2,  ,  ,  , 
2,21,106,0079,001,04,2,01,1,2,2,  ,  ,  , 
2,21,108,0038,001,03,1,07,2,2,2,31,01,50,3
2,21,108,0039,001,03,2,01,2,2,2,  ,  ,  , 
2,21,113,0009,001,04,2,01,1,2,2,  ,  ,  , 
2,21,117,0045,001,17,1,07,2,2,2,31,11,30,3
2,21,117,0051,001,03,2,01,2,2,2,  ,  ,  , 
2,21,117,0051,002,03,2,01,2,2,2,  ,  ,  , 
2,21,117,0056,001,03,2,01,2,2,2,  ,  ,  , 
2,21,117,0059,001,04,2,01,2,2,2,  ,  ,  , 
2,22,059,0013,001,01,2,01,2,2,2,  ,  ,  , 
2,22,100,0045,001,03,2,01,2,2,2,  ,  ,  , 
2,22,100,0052,001,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0127,001,03,1,07,2,2,2,31,01,76,3
2,22,101,0127,002,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0127,003,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0132,001,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0135,001,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0143,001,03,2,01,1,2,2,  ,  ,  , 
2,22,101,0145,001,04,2,01,1,2,2,  ,  ,  , 
2,22,101,0147,001,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0150,001,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0153,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0142,001,17,2,01,2,2,2,  ,  ,  , 
2,22,102,0146,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0148,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0151,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0151,002,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0168,001,61,5,07,0,0,2,00,00,00,0
2,22,103,0116,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0118,001,03,1,07,2,2,2,31,01,30,3
2,22,103,0118,002,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0119,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0126,001,04,2,01,2,2,2,  ,  ,  , 
2,22,103,0128,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0131,001,61,5,07,0,0,2,00,00,00,0
2,22,103,0132,001,03,1,07,2,2,2,31,01,60,3
2,22,103,0132,002,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0139,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0139,002,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0143,001,04,2,01,2,2,2,  ,  ,  , 
2,22,104,0108,001,03,2,01,2,2,2,  ,  ,  , 
2,22,104,0108,002,03,2,01,2,2,2,  ,  ,  , 
2,22,104,0109,001,02,2,01,2,2,2,  ,  ,  , 
2,22,104,0109,002,02,2,01,2,2,2,  ,  ,  , 
2,22,104,0109,003,02,2,01,2,2,2,  ,  ,  , 
2,22,104,0118,001,04,2,01,2,2,2,  ,  ,  , 
2,22,104,0118,002,04,2,01,2,2,2,  ,  ,  , 
2,22,104,0121,001,61,5,07,0,0,2,00,00,00,0
2,22,104,0124,001,03,2,01,2,2,2,  ,  ,  , 
2,22,105,0038,001,03,1,07,2,2,2,31,01,30,3
2,22,106,0072,001,03,2,01,1,2,2,  ,  ,  , 
2,22,106,0086,001,03,2,01,2,2,2,  ,  ,  , 
2,22,107,0043,001,03,2,01,2,2,2,  ,  ,  , 
2,22,107,0044,001,03,2,01,2,2,2,  ,  ,  , 
2,22,107,0050,001,03,2,01,2,2,2,  ,  ,  , 
2,22,107,0052,001,03,2,01,2,2,2,  ,  ,  , 
2,22,107,0056,001,04,2,01,2,2,2,  ,  ,  , 
2,22,108,0025,001,04,2,01,2,2,2,  ,  ,  , 
2,22,108,0027,001,03,2,01,2,2,2,  ,  ,  , 
2,22,108,0027,002,03,2,01,1,2,2,  ,  ,  , 
2,22,109,0015,001,04,2,01,2,2,2,  ,  ,  , 
2,22,109,0018,001,72,5,07,0,0,2,  ,  ,  , 
2,22,111,0078,001,03,2,01,2,2,2,  ,  ,  , 
2,22,111,0079,001,03,2,01,2,2,2,  ,  ,  , 
2,22,111,0080,001,13,1,07,2,2,2,01,11,88,2
2,22,111,0087,001,03,1,07,2,2,2,31,01,85,3
2,22,111,0088,001,03,2,01,2,2,2,  ,  ,  , 
2,22,111,0093,001,03,2,01,2,2,2,  ,  ,  , 
2,22,111,0093,002,04,1,07,2,2,2,31,01,30,3
2,22,111,0093,003,04,2,01,2,2,2,  ,  ,  , 
2,22,111,0093,004,04,2,01,2,2,2,  ,  ,  , 
