資料区分,都道府県コード,警察署等コード,本票番号,補充票番号,当事者種別,乗車別,乗車等の区分,エアバッグの装備,サイドエアバッグの装備,人身損傷程度,用途別,車両形状,車両の衝突部位,車両の損壊程度
2,10,129,0025,001,03,2,01,2,2,2,  ,  ,  , 
2,10,129,0034,001,03,1,07,1,2,2,31,01,58,2
2,10,129,0037,001,03,2,01,2,2,2,  ,  ,  , 
2,10,129,0049,001,03,2,01,2,2,2,  ,  ,  , 
2,10,131,0005,001,03,2,01,2,2,2,  ,  ,  , 
2,10,131,0010,001,04,2,01,2,2,2,  ,  ,  , 
2,10,131,0011,001,03,1,07,2,2,2,31,01,80,2
2,10,131,0011,002,03,2,01,2,2,2,  ,  ,  , 
2,10,131,0011,003,03,2,01,2,2,2,  ,  ,  , 
2,10,131,0013,001,03,2,01,2,2,2,  ,  ,  , 
2,11,201,0004,001,04,2,01,2,2,2,  ,  ,  , 
2,11,201,0006,001,04,2,01,2,2,2,  ,  ,  , 
2,11,201,0009,001,04,1,07,2,2,2,31,01,30,3
2,11,201,0015,001,03,2,01,2,2,2,  ,  ,  , 
2,11,201,0015,002,03,2,01,2,2,2,  ,  ,  , 
2,11,201,0015,003,03,2,01,2,2,2,  ,  ,  , 
2,11,201,0023,001,03,2,01,2,2,2,  ,  ,  , 
2,11,201,0024,001,03,2,01,2,2,2,  ,  ,  , 
2,11,201,0026,001,04,2,01,2,2,2,  ,  ,  , 
2,11,201,0030,001,03,2,01,2,2,2,  ,  ,  , 
2,11,202,0002,001,61,5,07,0,0,2,00,00,00,0
2,11,202,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,11,203,0002,001,04,2,01,2,2,2,  ,  ,  , 
2,11,207,0001,001,03,2,01,1,2,2,  ,  ,  , 
2,12,078,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,12,078,0004,001,03,2,01,1,2,2,  ,  ,  , 
2,12,078,0005,001,04,2,01,2,2,2,  ,  ,  , 
2,12,301,0001,001,04,2,01,2,2,2,  ,  ,  , 
2,12,301,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,12,301,0004,001,03,2,01,2,2,2,  ,  ,  , 
2,12,301,0006,001,03,2,01,2,2,2,  ,  ,  , 
2,12,301,0007,001,11,1,07,2,2,4,01,11,70,3
2,12,301,0008,001,14,2,01,2,2,2,  ,  ,  , 
2,12,301,0008,002,14,2,01,2,2,2,  ,  ,  , 
2,12,301,0008,003,14,2,01,2,2,2,  ,  ,  , 
2,12,301,0009,001,03,2,01,2,2,2,  ,  ,  , 
2,12,301,0013,001,04,2,01,2,2,2,  ,  ,  , 
2,12,301,0016,001,03,2,01,2,2,2,  ,  ,  , 
2,12,301,0016,002,03,2,01,2,2,2,  ,  ,  , 
2,12,301,0021,001,17,1,07,2,2,2,31,11,20,3
2,12,301,0021,002,17,2,01,2,2,2,  ,  ,  , 
2,12,301,0022,001,03,2,01,2,2,2,  ,  ,  , 
2,12,301,0028,001,03,2,01,1,2,2,  ,  ,  , 
2,12,301,0029,001,04,1,07,2,2,2,31,01,50,3
2,12,301,0031,001,03,2,01,2,2,2,  ,  ,  , 
2,12,303,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,12,306,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0002,001,03,1,07,2,2,2,31,01,30,3
2,12,313,0005,001,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0007,001,13,1,07,2,2,2,31,11,50,3
2,12,313,0007,002,13,2,01,2,2,2,  ,  ,  , 
2,12,313,0007,003,13,2,01,2,2,2,  ,  ,  , 
2,12,313,0007,004,13,2,01,2,2,2,  ,  ,  , 
2,12,313,0012,001,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0013,001,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0020,001,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0020,002,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0020,003,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0024,001,03,2,01,2,2,2,  ,  ,  , 
2,12,313,0025,001,03,2,01,1,2,2,  ,  ,  , 
2,12,313,0028,001,03,2,01,2,2,2,  ,  ,  , 
2,13,401,0004,001,04,2,01,2,2,2,  ,  ,  , 
2,13,401,0007,001,04,1,07,2,2,2,31,01,30,3
2,13,401,0012,001,03,1,07,2,2,2,31,01,30,3
2,13,401,0018,001,61,5,07,0,0,2,00,00,00,0
2,13,401,0022,001,04,1,07,2,2,2,31,01,30,3
2,13,402,0001,001,03,1,07,1,2,2,31,01,18,1
2,13,402,0001,002,03,2,01,1,2,2,  ,  ,  , 
2,13,408,0013,001,03,2,01,2,2,2,  ,  ,  , 
2,13,408,0019,001,04,2,01,2,2,2,  ,  ,  , 
2,13,409,0003,001,03,2,01,2,2,2,  ,  ,  , 
2,13,409,0003,002,03,2,01,2,2,2,  ,  ,  , 
2,14,501,0006,001,03,1,07,2,2,2,31,01,50,3
2,14,503,0003,001,04,2,01,1,2,2,  ,  ,  , 
2,14,503,0003,002,04,2,01,1,2,2,  ,  ,  , 
2,14,504,0002,001,03,2,01,1,2,2,  ,  ,  , 
2,14,504,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,20,059,0001,004,13,2,01,1,2,2,  ,  ,  , 
2,20,101,0005,003,03,2,01,1,2,2,  ,  ,  , 
2,20,101,0013,004,04,2,01,2,2,2,  ,  ,  , 
2,20,101,0014,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0014,004,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0015,003,03,2,01,2,2,2,  ,  ,  , 
2,20,101,0016,003,04,2,01,2,2,2,  ,  ,  , 
2,20,101,0018,003,03,2,01,1,2,2,  ,  ,  , 
2,20,101,0022,004,04,2,01,1,2,2,  ,  ,  , 
2,20,101,0033,003,04,2,01,1,2,2,  ,  ,  , 
2,20,101,0040,003,04,2,01,2,2,2,  ,  ,  , 
2,20,101,0041,003,61,5,07,0,0,2,00,00,00,0
2,20,102,0003,003,03,2,01,2,2,2,  ,  ,  , 
2,20,102,0006,003,03,2,01,2,2,2,  ,  ,  , 
2,20,102,0007,003,04,2,01,2,2,2,  ,  ,  , 
2,20,102,0011,003,03,2,01,2,2,2,  ,  ,  , 
2,20,102,0012,003,04,1,07,2,2,2,31,01,30,3
2,20,102,0015,004,03,2,01,2,2,2,  ,  ,  , 
2,20,102,0018,003,04,2,01,2,2,2,  ,  ,  , 
2,20,102,0020,003,03,2,01,2,2,2,  ,  ,  , 
2,20,102,0026,004,14,2,01,2,2,2,  ,  ,  , 
2,20,103,0001,003,61,5,07,0,0,2,00,00,00,0
2,20,103,0006,003,03,2,01,2,2,2,  ,  ,  , 
2,20,103,0009,003,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0012,003,03,1,07,2,2,2,31,01,20,3
2,20,103,0016,003,03,2,01,2,2,2,  ,  ,  , 
2,20,103,0025,003,03,2,01,2,2,2,  ,  ,  , 
2,20,103,0026,003,04,2,01,2,2,2,  ,  ,  , 
2,20,103,0041,004,04,1,07,2,2,2,31,01,50,3
2,20,103,0044,003,03,1,07,2,2,2,31,01,30,3
2,20,104,0002,003,03,2,01,2,2,2,  ,  ,  , 
2,20,104,0002,004,03,2,01,2,2,2,  ,  ,  , 
2,20,104,0002,005,03,2,01,2,2,2,  ,  ,  , 
2,20,104,0003,004,03,2,01,1,1,2,  ,  ,  , 
2,20,104,0005,003,03,2,01,1,2,2,  ,  ,  , 
2,20,104,0007,003,03,2,01,2,2,2,  ,  ,  , 
2,20,106,0001,003,04,2,01,2,2,2,  ,  ,  , 
2,20,106,0001,004,04,2,01,2,2,2,  ,  ,  , 
2,20,107,0004,003,03,2,01,1,2,2,  ,  ,  , 
2,20,108,0002,003,03,2,01,2,2,2,  ,  ,  , 
2,20,108,0002,004,03,2,01,2,2,2,  ,  ,  , 
2,20,108,0005,003,03,2,01,2,2,2,  ,  ,  , 
2,20,108,0011,005,13,2,01,2,2,2,  ,  ,  , 
2,20,108,0014,003,04,2,01,2,2,2,  ,  ,  , 
2,20,108,0014,004,04,2,01,2,2,2,  ,  ,  , 
2,20,109,0005,003,14,2,01,2,2,2,  ,  ,  , 
2,20,109,0006,003,03,1,07,2,2,2,31,01,50,3
2,20,110,0001,003,03,2,01,2,2,2,  ,  ,  , 
2,20,113,0002,003,03,2,01,1,2,2,  ,  ,  , 
2,20,113,0004,003,03,1,07,2,2,2,31,01,70,3
2,20,113,0004,004,03,2,01,2,2,2,  ,  ,  , 
2,20,114,0001,003,04,2,01,2,2,2,  ,  ,  , 
2,20,115,0004,003,03,2,01,2,2,2,  ,  ,  , 
2,20,115,0005,003,03,2,01,2,2,2,  ,  ,  , 
2,20,115,0008,003,04,2,01,2,2,2,  ,  ,  , 
2,20,117,0002,003,03,1,07,1,2,2,31,01,50,2
2,20,117,0005,003,14,2,01,2,2,2,  ,  ,  , 
2,20,119,0004,004,03,1,07,2,2,2,31,01,20,2
2,21,101,0004,001,03,2,01,2,2,2,  ,  ,  , 
2,21,101,0007,001,03,2,01,1,2,2,  ,  ,  , 
2,21,101,0023,001,03,2,01,2,2,2,  ,  ,  , 
2,21,101,0029,001,03,1,07,2,2,2,31,01,30,3
2,21,102,0001,001,04,2,01,1,2,2,  ,  ,  , 
2,21,102,0001,002,04,2,01,1,2,2,  ,  ,  , 
2,21,102,0002,001,04,2,01,1,2,2,  ,  ,  , 
2,21,103,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,21,103,0001,002,03,2,01,2,2,2,  ,  ,  , 
2,21,103,0001,003,03,2,01,2,2,2,  ,  ,  , 
2,21,103,0001,004,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0001,002,03,2,01,2,2,2,  ,  ,  , 
2,21,105,0005,001,04,2,01,1,2,2,  ,  ,  , 
2,21,105,0006,001,04,2,01,2,2,2,  ,  ,  , 
2,21,106,0006,001,03,2,01,2,2,2,  ,  ,  , 
2,21,106,0007,001,03,2,01,2,2,2,  ,  ,  , 
2,21,106,0011,001,04,2,01,2,2,2,  ,  ,  , 
2,21,106,0020,001,04,2,01,2,2,2,  ,  ,  , 
2,21,106,0024,001,17,2,01,2,2,2,  ,  ,  , 
2,21,106,0024,002,17,2,01,2,2,2,  ,  ,  , 
2,21,106,0029,001,03,2,01,2,2,2,  ,  ,  , 
2,21,106,0032,001,04,2,01,2,2,2,  ,  ,  , 
2,21,108,0002,001,04,2,01,2,2,2,  ,  ,  , 
2,21,108,0006,001,04,2,01,1,2,2,  ,  ,  , 
2,21,108,0007,001,04,1,07,2,2,2,31,01,30,3
2,21,108,0010,001,04,2,01,2,2,2,  ,  ,  , 
2,21,110,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,21,111,0001,001,04,2,01,2,2,2,  ,  ,  , 
2,21,111,0001,002,04,2,01,2,2,2,  ,  ,  , 
2,21,111,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,21,115,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,21,115,0002,001,13,2,01,2,2,2,  ,  ,  , 
2,21,117,0001,001,03,2,01,1,1,2,  ,  ,  , 
2,21,117,0002,001,04,1,07,2,2,2,31,01,30,3
2,21,117,0004,001,03,2,01,2,2,2,  ,  ,  , 
2,21,117,0005,001,03,2,01,2,2,2,  ,  ,  , 
2,21,117,0008,001,03,2,01,2,2,2,  ,  ,  , 
2,21,117,0015,001,03,2,01,1,2,2,  ,  ,  , 
2,22,100,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,22,100,0003,002,04,2,01,2,2,2,  ,  ,  , 
2,22,100,0006,001,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0003,001,03,2,01,1,2,2,  ,  ,  , 
2,22,101,0012,001,04,1,07,2,2,2,31,01,20,3
2,22,101,0012,002,04,2,01,2,2,2,  ,  ,  , 
2,22,101,0018,001,03,1,07,2,2,2,31,01,30,2
2,22,101,0018,002,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0024,001,03,1,07,2,2,2,31,01,50,2
2,22,101,0026,001,03,2,01,2,2,2,  ,  ,  , 
2,22,101,0027,001,04,1,07,2,2,2,31,01,30,3
2,22,101,0031,001,17,2,01,2,2,2,  ,  ,  , 
2,22,101,0032,001,71,5,07,0,0,2,  ,  ,  , 
2,22,101,0038,001,04,2,01,2,2,2,  ,  ,  , 
2,22,101,0038,002,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0001,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0002,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0002,002,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0003,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0008,001,04,1,07,2,2,2,31,01,30,3
2,22,102,0008,002,03,2,01,1,1,2,  ,  ,  , 
2,22,102,0008,003,04,2,01,1,1,2,  ,  ,  , 
2,22,102,0013,001,03,1,07,2,2,2,31,01,60,3
2,22,102,0013,002,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0014,001,13,2,01,2,2,2,  ,  ,  , 
2,22,102,0014,002,13,2,01,2,2,2,  ,  ,  , 
2,22,102,0017,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0018,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0018,002,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0018,003,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0027,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0030,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0030,002,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0032,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0032,002,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0034,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0040,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0040,002,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0040,003,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0042,001,03,2,01,1,2,2,  ,  ,  , 
2,22,102,0046,001,03,2,01,2,2,2,  ,  ,  , 
2,22,102,0048,001,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0048,002,04,2,01,2,2,2,  ,  ,  , 
2,22,102,0051,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,22,103,0009,001,03,2,01,1,2,2,  ,  ,  , 
2,22,103,0009,002,03,2,01,1,2,2,  ,  ,  , 
2,22,103,0016,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0018,001,03,2,01,2,2,2,  ,  ,  , 
2,22,103,0026,001,03,2,01,2,2,2,  ,  ,  , 
2,22,104,0002,001,03,2,01,1,1,2,  ,  ,  , 
2,22,104,0009,001,03,2,01,2,2,2,  ,  ,  , 
2,22,104,0010,001,03,2,01,2,2,2,  ,  ,  , 
2,22,104,0016,001,04,1,07,2,2,2,31,01,31,3
2,22,104,0016,002,04,2,01,2,2,2,  ,  ,  , 
2,22,104,0025,001,61,5,07,0,0,2,00,00,00,0
2,22,104,0030,001,03,2,01,2,2,2,  ,  ,  , 
2,22,104,0030,002,03,2,01,2,2,2,  ,  ,  , 
2,22,104,0031,001,03,2,01,2,2,2,  ,  ,  , 
2,22,105,0007,001,13,2,01,2,2,2,  ,  ,  , 
2,22,106,0006,001,04,2,01,2,2,2,  ,  ,  , 
2,22,107,0011,001,03,2,01,2,2,2,  ,  ,  , 
2,22,107,0011,002,03,2,01,2,2,2,  ,  ,  , 
2,22,111,0001,001,04,2,01,2,2,2,  ,  ,  , 
2,22,111,0001,002,04,2,01,2,2,2,  ,  ,  , 
2,22,111,0007,001,04,2,01,2,2,2,  ,  ,  , 
2,22,111,0013,001,04,2,01,2,2,2,  ,  ,  , 
2,22,111,0017,001,04,2,01,1,2,2,  ,  ,  , 
2,22,111,0022,001,01,2,01,2,2,2,  ,  ,  , 
2,22,111,0023,001,04,2,01,2,2,2,  ,  ,  , 
2,22,111,0024,001,03,2,01,2,2,2,  ,  ,  , 
2,22,113,0006,001,03,1,07,2,2,2,31,01,31,3
2,22,113,0006,002,03,1,07,2,2,2,31,01,33,3
2,22,116,0001,001,61,5,07,0,0,2,00,00,00,0
2,22,116,0003,001,04,1,07,2,2,2,31,01,31,3
2,22,116,0008,001,03,2,01,2,2,2,  ,  ,  , 
2,22,119,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,22,119,0014,001,14,2,01,2,2,2,  ,  ,  , 
2,22,119,0021,001,04,2,01,2,2,2,  ,  ,  , 
2,22,119,0026,001,17,2,01,2,2,2,  ,  ,  , 
2,22,119,0031,001,03,1,07,2,2,2,31,01,30,3
2,22,120,0001,001,04,1,07,2,2,2,31,01,10,3
2,22,120,0002,001,03,2,01,2,2,2,  ,  ,  , 
2,22,120,0003,001,04,1,07,2,2,2,31,01,30,3
2,22,122,0001,001,03,1,07,2,2,2,31,01,30,3
2,22,122,0001,002,03,2,01,2,2,2,  ,  ,  , 
2,22,122,0002,001,14,2,01,2,2,2,  ,  ,  , 
2,22,122,0006,001,13,2,01,2,2,2,  ,  ,  , 
2,22,124,0002,001,03,2,01,2,2,2,  ,  ,  , 
2,22,124,0004,001,03,2,01,2,2,2,  ,  ,  , 
2,22,124,0005,001,03,1,07,2,2,2,31,01,30,3
2,22,124,0005,002,03,2,01,2,2,2,  ,  ,  , 
2,22,124,0020,001,04,2,01,1,2,2,  ,  ,  , 
2,22,124,0021,001,03,2,01,2,2,2,  ,  ,  , 
2,22,124,0021,002,03,2,01,2,2,2,  ,  ,  , 
2,22,124,0023,001,04,1,07,2,2,2,31,01,31,3
2,22,124,0023,002,04,1,07,2,2,2,31,01,30,3
2,22,124,0025,001,03,2,01,2,2,2,  ,  ,  , 
2,22,124,0028,001,61,5,07,0,0,2,00,00,00,0
2,22,124,0030,001,04,2,01,2,2,2,  ,  ,  , 
2,22,124,0032,001,03,2,01,2,2,2,  ,  ,  , 
2,22,125,0003,001,04,2,01,2,2,2,  ,  ,  , 
2,22,126,0002,001,13,2,01,2,2,2,  ,  ,  , 
2,22,126,0012,001,03,2,01,1,2,2,  ,  ,  , 
2,22,126,0021,001,04,2,01,2,2,2,  ,  ,  , 
2,22,126,0032,001,03,2,01,2,2,2,  ,  ,  , 
2,23,101,0001,001,04,2,01,2,2,2,  ,  ,  , 
2,23,103,0002,001,03,2,01,2,2,2,  ,  ,  , 
2,23,103,0002,002,03,2,01,2,2,2,  ,  ,  , 
2,23,103,0003,001,61,5,07,0,0,2,00,00,00,0
2,23,111,0001,001,04,2,01,2,2,2,  ,  ,  , 
2,23,111,0002,001,03,2,01,2,2,2,  ,  ,  , 
2,23,111,0007,001,04,2,01,1,2,2,  ,  ,  , 
2,23,111,0007,002,04,2,01,1,2,2,  ,  ,  , 
2,23,112,0002,001,03,2,01,2,2,2,  ,  ,  , 
2,23,112,0002,002,03,2,01,2,2,2,  ,  ,  , 
2,23,113,0002,001,04,2,01,2,2,2,  ,  ,  , 
2,23,113,0004,001,04,2,01,2,2,2,  ,  ,  , 
2,23,113,0006,001,03,2,01,1,2,2,  ,  ,  , 
2,23,113,0009,001,03,2,01,2,2,2,  ,  ,  , 
2,23,113,0009,002,03,2,01,2,2,2,  ,  ,  , 
2,23,113,0009,003,03,2,01,2,2,2,  ,  ,  , 
2,23,113,0013,001,03,2,01,1,2,2,  ,  ,  , 
2,23,113,0019,001,01,2,01,2,2,2,  ,  ,  , 
2,23,114,0005,001,03,1,07,1,2,2,31,01,10,2
2,23,114,0005,002,03,2,01,1,2,2,  ,  ,  , 
2,23,114,0009,001,03,2,01,2,2,2,  ,  ,  , 
2,23,117,0004,001,04,2,01,2,2,2,  ,  ,  , 
2,23,117,0006,001,04,2,01,2,2,2,  ,  ,  , 
2,23,117,0009,001,03,2,01,2,2,2,  ,  ,  , 
2,23,117,0010,001,03,2,01,1,2,1,  ,  ,  , 
2,23,118,0005,001,03,2,01,2,2,2,  ,  ,  , 
2,23,118,0007,001,03,2,01,2,2,2,  ,  ,  , 
2,23,118,0009,001,04,2,01,2,2,2,  ,  ,  , 
2,23,118,0009,002,04,2,01,1,2,2,  ,  ,  , 
2,23,118,0009,003,04,2,01,2,2,2,  ,  ,  , 
2,23,118,0011,001,14,2,01,2,2,2,  ,  ,  , 
2,23,121,0010,001,03,2,01,1,2,2,  ,  ,  , 
2,23,121,0016,001,04,1,07,2,2,2,31,01,51,2
2,23,121,0021,001,04,2,01,1,2,2,  ,  ,  , 
2,23,122,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,23,123,0004,001,13,2,01,2,2,2,  ,  ,  , 
2,23,123,0005,001,04,2,01,2,2,2,  ,  ,  , 
2,23,123,0005,002,04,2,01,2,2,2,  ,  ,  , 
2,23,123,0006,001,04,2,01,2,2,2,  ,  ,  , 
2,23,123,0006,002,04,2,01,2,2,2,  ,  ,  , 
2,23,123,0007,001,04,1,07,2,2,2,31,01,70,3
2,23,123,0008,001,03,1,07,2,2,2,31,01,30,3
2,23,123,0014,001,61,5,07,0,0,2,00,00,00,0
2,24,101,0001,001,03,2,01,2,2,2,  ,  ,  , 
2,24,101,0001,002,03,2,01,2,2,2,  ,  ,  , 
2,24,101,0005,001,04,2,01,2,2,2,  ,  ,  , 
2,24,101,0029,001,03,2,01,2,2,2,  ,  ,  , 
2,24,101,0033,001,13,2,01,2,2,2,  ,  ,  , 
2,24,101,0034,001,03,2,01,2,2,2,  ,  ,  , 
2,24,101,0044,001,03,2,01,2,2,2,  ,  ,  , 
